Comment ID	Gene ID	Database	Organism	Headline	Content	Comment Date	Categories	Author First Name	Author Last Name	Author Organization	Author User ID	Review Status	Conceptual	PubMed IDs	PubMed Titles	PubMed Journals	PubMed Authors	Related Stable IDs	Digital Object IDs	Project Name	Project Version	External Database	External Database Version	Location Reverse	Location Coordinate Type	GenBank Accessions	Target ID	Target Type	Location Start	Location End
100214693	AFUB_007280	FungiDB	Aspergillus fumigatus	Resistant to Congo Red	Resistant to Congo Red	21/05/2021 17:38	Phenotype	Norman	van Rhijn	University of Manchester	297401913	unknown	FALSE	34006660	Functional Genomic and Biochemical Analysis Reveals Pleiotropic Effect of Congo Red on Aspergillus fumigatus.	mBio 2021 May 18;12(3):-	Liu et al.	AFUB_007280		FungiDB	52	afumAf293_primary_genome_RSRC	27/09/2015	TRUE	genome		Afu1g06900	gene	1962166	1965277
100293000	AFUB_008090	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_008090	This gene was present in 298 of 300 genomes analyzed and belongs to the softcore (>95%) genome of A. fumigatus	24/05/2022 06:18	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_008090	gene	2284872	2286189
100293010	AFUB_008140	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_008140	This gene was present in 166 of 300 genomes analyzed and belongs to the accessory genome of A. fumigatus	24/05/2022 06:18	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_008140	gene	2335758	2336608
100199393	AFUB_009800	FungiDB	Aspergillus fumigatus	pes1 - fumiquinazoline biosynthesis	Essential for Fumigaclavine C Production	09/04/2020 18:51	"Name/Product, Function"	Jason	Stajich	"University of California, Riverside"	6043213	unknown	FALSE	"16759234, 22344643"	A nonribosomal peptide synthetase (Pes1) confers protection against oxidative stress in Aspergillus fumigatus. | Nonribosomal peptide synthetase genes pesL and pes1 are essential for Fumigaclavine C production in Aspergillus fumigatus.	FEBS J 2006 Jul;273(13):3038-53 | Appl Environ Microbiol 2012 May;78(9):3166-76	Reeves et al. | O'Hanlon et al.	"Afu8g00170, Afu6g12080, AFUB_009800, Afu5g12730"		FungiDB	46	afumAf293_primary_genome_RSRC	27/09/2015	TRUE	genome		Afu1g10380	gene	2675699	2695175
100204373	AFUB_010850	FungiDB	Aspergillus fumigatus	Gene named as ssdA	"This paper names AFUB_010850 as ssdA, and performs thorough cellular and virulence phenotyping of deletion and overexpression mutant strains. ssdA expression affects cell wall biosynthesis and virulence, and affects the localisation of the CsmA protein (class V chitin synthase enzyme)."	12/08/2020 08:06	"Name/Product, Phenotype"	Edward	WALLACE	The University of Edinburgh	301049913	unknown	FALSE	31068436	An Ssd1 Homolog Impacts Trehalose and Chitin Biosynthesis and Contributes to Virulence in Aspergillus fumigatus.	mSphere 2019 May 08;4(3):-	Thammahong et al.	Afu1g11420		FungiDB	46	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_010850	gene	3074257	3078656
100293020	AFUB_011890	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_011890	This gene was present in 214 of 300 genomes analyzed and belongs to the accessory genome of A. fumigatus	24/05/2022 06:18	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_011890	gene	3345420	3346144
100010370	AFUB_013560	FungiDB		Bir1 homolog	"Essential gene, critical for resistance to NADPH oxidase mediated killing of fungal conidia."	25/09/2017 18:32	"Name/Product, Function"	Robert	Cramer	Dartmouth	223587293	unknown	FALSE	28883073	Sterilizing immunity in the lung relies on targeting fungal apoptosis-like programmed cell death.	Science 2017 Sep 08;357(6355):1037-1041	Shlezinger et al.	Afu1g14070		FungiDB	34	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_013560	gene	3824181	3827175
100214663	AFUB_014780	FungiDB	Aspergillus fumigatus	"Name ccrA, Congo Red resistant"	Named in publication as being Congo Red resistant	21/05/2021 17:36	Name/Product	Norman	van Rhijn	University of Manchester	297401913	unknown	FALSE	34006660	Functional Genomic and Biochemical Analysis Reveals Pleiotropic Effect of Congo Red on Aspergillus fumigatus.	mBio 2021 May 18;12(3):-	Liu et al.	AFUB_014780		FungiDB	52	afumAf293_primary_genome_RSRC	27/09/2015	FALSE	genome		Afu1g15230	gene	4101069	4103721
100222363	AFUB_016450	FungiDB	Aspergillus fumigatus	SrbB	SrbC	23/12/2021 15:01	Name/Product	Earl	Kang	UGA	156750773	unknown	FALSE	28203225	Regulation of Sterol Biosynthesis in the Human Fungal Pathogen <i>Aspergillus fumigatus</i>: Opportunities for Therapeutic Development.	Front Microbiol 2017 ;8():92	Dhingra et al.	"Afu1g17060, Afu4g03460"		FungiDB	55	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_016450	gene	4667984	4668930
100293030	AFUB_016860	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_016860	This gene was present in 298 of 300 genomes analyzed and belongs to the softcore (>95%) genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_016860	gene	4800598	4802049
100293040	AFUB_016910	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_016910	This gene was present in 300 of 300 genomes analyzed and belongs to the core genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_016910	gene	4813735	4814649
100293050	AFUB_017520	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_017520	This gene was present in 285 of 300 genomes analyzed and belongs to the softcore (>95%) genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_017520	gene	92185	92892
100293060	AFUB_018030	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_018030	This gene was present in 232 of 300 genomes analyzed and belongs to the accessory genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_018030	gene	210075	213888
100196223	AFUB_018340	FungiDB	Aspergillus fumigatus	Hypersensitive to itraconazole	Null mutants show a reduced fitness under sub-MIC levels of itraconazole compared to the parental isolate. Was assessed in the MFIG001 background (A1160p+)	24/01/2020 09:38	Phenotype	Norman	van Rhijn	University of Manchester	297401913	unknown	FALSE	31969561	The negative cofactor 2 complex is a key regulator of drug resistance in Aspergillus fumigatus.	Nat Commun 2020 Jan 22;11(1):427	Furukawa et al.	"Afu3g11970, Afu1g07630, AFUB_019790, AFUB_088740, AFUB_026420, AFUB_018340, AFUB_037210, Afu2g10640, Afu2g02690, Afu2g01260, Afu7g02190"		FungiDB	46	afumAf293_primary_genome_RSRC	27/09/2015	FALSE	genome		Afu2g11780	gene	3034926	3037486
100010400	AFUB_018340	FungiDB		SrbA	"Critical for hypoxia fitness, azole drug susceptibility, fungal virulence in murine models, iron acquisition"	25/09/2017 18:45	Function	Robert	Cramer	Dartmouth	223587293	unknown	FALSE	"18989462, 22144905, 25375670"	"A sterol-regulatory element binding protein is required for cell polarity, hypoxia adaptation, azole drug resistance, and virulence in Aspergillus fumigatus. | SREBP coordinates iron and ergosterol homeostasis to mediate triazole drug and hypoxia responses in the human fungal pathogen Aspergillus fumigatus. | ChIP-seq and in vivo transcriptome analyses of the Aspergillus fumigatus SREBP SrbA reveals a new regulator of the fungal hypoxia response and virulence."	PLoS Pathog 2008 Nov;4(11):e1000200 | PLoS Genet 2011 Dec;7(12):e1002374 | PLoS Pathog 2014 Nov;10(11):e1004487	Willger et al. | Blatzer et al. | Chung et al.	Afu2g01260		FungiDB	34	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_018340	gene	288487	293005
100146853	AFUB_019790	FungiDB		atrR Gene Name	"Named AtrR
Phenotype similar to srbA null mutant. 
Attenuated of virulence in murine infection model"	29/06/2018 10:28	"Name/Product, Phenotype"	Norman	van Rhijn	University of Manchester	297401913	unknown	FALSE	28052140	A Novel Zn2-Cys6 Transcription Factor AtrR Plays a Key Role in an Azole Resistance Mechanism of Aspergillus fumigatus by Co-regulating cyp51A and cdr1B Expressions.	PLoS Pathog 2017 Jan;13(1):e1006096	Hagiwara et al.	Afu2g02690		FungiDB	37	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_019790	gene	682071	686150
100214683	AFUB_020350	FungiDB	Aspergillus fumigatus	"Name ZipD, Sensitive to Congo Red"	Hypersensitive to Congo Red	21/05/2021 17:37	Phenotype	Norman	van Rhijn	University of Manchester	297401913	unknown	FALSE	34006660	Functional Genomic and Biochemical Analysis Reveals Pleiotropic Effect of Congo Red on Aspergillus fumigatus.	mBio 2021 May 18;12(3):-	Liu et al.	AFUB_020350		FungiDB	52	afumAf293_primary_genome_RSRC	27/09/2015	FALSE	genome		Afu2g03280	gene	862726	865556
100158773	AFUB_021090	FungiDB		tslB	"Loss of tslB has a minimal effect on the levels of tehalose in conidia and mycelia. However, double deletion with tlsA (AFUB_089470) further reduces trehalose levels in the tslA deletion suggesting that it does have a role in trehalose production. (Thammahong et al. 2017 mBio). Characterized in CEA10."	15/03/2019 04:52	Function	Caitlin	Kowalski	Dartmouth College	221711943	unknown	FALSE	28442603	<i>Aspergillus fumigatus</i> Trehalose-Regulatory Subunit Homolog Moonlights To Mediate Cell Wall Homeostasis through Modulation of Chitin Synthase Activity.	mBio 2017 Apr 25;8(2):-	Thammahong et al.	"Afu7g03940, Afu2g04020"		FungiDB	42	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_021090	gene	1084630	1088332
100014660	AFUB_022090	FungiDB	null	aoxA	Alternative Oxidase - activity increases in the background of cycA (cytochrome C) deletion. No germination defect or growth defect in normal or low oxygen. Grahl et al. Mol Microbiol. 2012 Apr; 84(2): 383ï¿½399.	15/03/2019 23:43		Caitlin	Kowalski	Dartmouth College	221711943	unknown	FALSE	22443190	"Aspergillus fumigatus mitochondrial electron transport chain mediates oxidative stress homeostasis, hypoxia responses and fungal pathogenesis."	Mol Microbiol 2012 Apr;84(2):383-99	Grahl et al.	"AN6752, AN2099, aoxA, AO090701000490, Afu2g05060"		FungiDB	42	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_022090	gene	1378107	1379284
100293070	AFUB_022350	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_022350	This gene was present in 1 of 300 genomes analyzed and belongs to the accessory genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_022350	gene	1468191	1469106
100293080	AFUB_023040	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_023040	This gene was present in 300 of 300 genomes analyzed and belongs to the core genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_023040	gene	1672414	1672644
100293090	AFUB_024050	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_024050	This gene was present in 300 of 300 genomes analyzed and belongs to the core genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_024050	gene	2049651	2053414
100214653	AFUB_026340	FungiDB	Aspergillus fumigatus	"Named FfmA - hypersensitive to Congo Red, slow growing and less sporulating"	"Hypersensitive to Congo Red, Slow growing phenotype, less sporulation"	21/05/2021 17:35	"Name/Product, Phenotype"	Norman	van Rhijn	University of Manchester	297401913	unknown	FALSE	34006660	Functional Genomic and Biochemical Analysis Reveals Pleiotropic Effect of Congo Red on Aspergillus fumigatus.	mBio 2021 May 18;12(3):-	Liu et al.	AFUB_026340		FungiDB	52	afumAf293_primary_genome_RSRC	27/09/2015	TRUE	genome		Afu2g10550	gene	2695140	2699119
100243153	AFUB_026780	FungiDB	Aspergillus fumigatus	pyrE	Gene name pyrG / DHODH protein	03/03/2023 16:27	Name/Product	Norman	van Rhijn	University of Manchester	297401913	unknown	FALSE	36286521	Antagonism of the Azoles to Olorofim and Cross-Resistance Are Governed by Linked Transcriptional Networks in Aspergillus fumigatus.	mBio 2022 Dec 20;13(6):e0221522	van Rhijn et al.			FungiDB	61	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_026780	gene	2805893	2807851
100014650	AFUB_028740	FungiDB		cycA Cytochrome C	Deletion of cycA results in increased resistance to oxidative stress. Overall the deletion strain has significant germination and growth defects in normal and low oxygen conditions; and is attenuated in virulence. Grahl et al. Mol Microbiol. 2012 Apr;84(2):383-99.	15/03/2019 23:42		Caitlin	Kowalski	Dartmouth College	221711943	unknown	FALSE	22443190	"Aspergillus fumigatus mitochondrial electron transport chain mediates oxidative stress homeostasis, hypoxia responses and fungal pathogenesis."	Mol Microbiol 2012 Apr;84(2):383-99	Grahl et al.	"Afu2g13110, AN6246, cycA"		FungiDB	42	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_028740	gene	3342152	3343205
100158743	AFUB_029080	FungiDB		Localization	Subcellular localization is regulated by AFUB_089470 (tslA). Characterized in the reference strain CEA10 (Thammahong et al. 2017 mBio).	15/03/2019 04:27	Phenotype	Brandon	Ross	Dartmouth College	305641023	unknown	FALSE	28442603	<i>Aspergillus fumigatus</i> Trehalose-Regulatory Subunit Homolog Moonlights To Mediate Cell Wall Homeostasis through Modulation of Chitin Synthase Activity.	mBio 2017 Apr 25;8(2):-	Thammahong et al.	Afu2g13440		FungiDB	42	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_029080	gene	3446832	3453716
100196233	AFUB_029870	FungiDB	Aspergillus fumigatus	Resistant to Itraconazole	"A null mutant shows elevated fitness in the presence of itraconazole (0.5 mg/L) compared to the parental isolate, MFIG001 (A1160p+)"	24/01/2020 09:42	Phenotype	Norman	van Rhijn	University of Manchester	297401913	unknown	FALSE	31969561	The negative cofactor 2 complex is a key regulator of drug resistance in Aspergillus fumigatus.	Nat Commun 2020 Jan 22;11(1):427	Furukawa et al.	"AFUB_091090, Afu2g14720, Afu7g05510, AFUB_045980, AFUB_029870, AFUB_030360, Afu3g02340, Afu2g14250, AFUB_096370"		FungiDB	46	afumAf293_primary_genome_RSRC	27/09/2015	FALSE	genome		Afu6g01970	gene	302023	306172
100196193	AFUB_029870	FungiDB	Aspergillus fumigatus	NctA is involved in antifungal resistance	"A NctA null mutant is resistant to itraconazole, amphotericin B, voriconazole, terbinafine, miltefosine, posaconazole and hypersensitive to Congo Red, Calcofluor White, Caspofungin and Micafungin"	24/01/2020 09:21	"Name/Product, Phenotype"	Norman	van Rhijn	University of Manchester	297401913	unknown	FALSE	31969561	The negative cofactor 2 complex is a key regulator of drug resistance in Aspergillus fumigatus.	Nat Commun 2020 Jan 22;11(1):427	Furukawa et al.	Afu2g14250		FungiDB	46	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_029870	gene	3704888	3706540
100293100	AFUB_030290	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_030290	This gene was present in 300 of 300 genomes analyzed and belongs to the core genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_030290	gene	3812477	3814725
100293110	AFUB_033020	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_033020	This gene was present in 288 of 300 genomes analyzed and belongs to the softcore (>95%) genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_033020	gene	4596253	4596447
100293120	AFUB_034160	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_034160	This gene was present in 240 of 300 genomes analyzed and belongs to the accessory genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_034160	gene	93182	93810
100293130	AFUB_034290	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_034290	This gene was present in 39 of 300 genomes analyzed and belongs to the accessory genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_034290	gene	114926	115696
100293140	AFUB_036550	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_036550	This gene was present in 218 of 300 genomes analyzed and belongs to the accessory genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_036550	gene	723529	724039
100293150	AFUB_037390	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_037390	This gene was present in 300 of 300 genomes analyzed and belongs to the core genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_037390	gene	965112	965762
100146873	AFUB_037850	FungiDB		AtfA	"Named AtfA, required for stress tolerance in conidiophore"	29/06/2018 11:11		Norman	van Rhijn	University of Manchester	297401913	unknown	FALSE	25459537	The role of AtfA and HOG MAPK pathway in stress tolerance in conidia of Aspergillus fumigatus.	Fungal Genet Biol 2014 Dec;73():138-49	Hagiwara et al.	Afu3g11330		FungiDB	37	afumA1163_primary_genome_RSRC	16/12/2013	FALSE	genome		AFUB_037850	gene	1100975	1102951
100014680	AFUB_038070	FungiDB	null	pdcA	"pyruvate decarboxylase, 85% identical to Aspergillus nidulans pdcA. mRNA levels are increased upon exposure to low oxygen, but is not required for low oxygen growth."	15/03/2019 23:50		Caitlin	Kowalski	Dartmouth College	221711943	unknown	FALSE	21811407	In vivo hypoxia and a fungal alcohol dehydrogenase influence the pathogenesis of invasive pulmonary aspergillosis.	PLoS Pathog 2011 Jul;7(7):e1002145	Grahl et al.	"CLCR_03989, CLCR_05672, pdcA, An02g06820, ChTU502y2012_407g1530, Afu3g11070, CLCR_03368, CLCR_05703, AN4888"		FungiDB	42	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_038070	gene	1178538	1180506
100293160	AFUB_039690	FungiDB	Aspergillus fumigatus	Pangenome prevalence of AFUB_039690	This gene was present in 293 of 300 genomes analyzed and belongs to the softcore (>95%) genome of A. fumigatus	24/05/2022 06:19	Function	Amelia	Barber	Friedrich Schiller University Jena	301635313	community	FALSE	34819642	Aspergillus fumigatus pan-genome analysis identifies genetic variants associated with human infection.	Nat Microbiol 2021 Dec;6(12):1526-1536	Barber et al.			FungiDB	16/12/2013	afumA1163_primary_genome_RSRC	16/12/2013	TRUE	genome		AFUB_039690	gene	1656027	1656455
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
