gene_ID,pmid,host_db,has_summary,has_PD
Tb927.7.2410,26307671,TriTrypDB,,
Tb927.7.2420,24453978,TriTrypDB,,
Tb927.7.2450,29474435,TriTrypDB,,
Tb927.7.2480,20466001,TriTrypDB,,
Tb927.7.2480,30866577,TriTrypDB,,
Tb927.7.2490,21474072,TriTrypDB,,
Tb927.7.2570,37410820,TriTrypDB,,
Tb927.7.2570,26572691,TriTrypDB,,
Tb927.7.2570,19228586,TriTrypDB,,
Tb927.7.2600,23104567,TriTrypDB,,
Tb927.7.2620,18364347,TriTrypDB,,
Tb927.7.2630,18364347,TriTrypDB,,
Tb927.7.2640,25180513,TriTrypDB,,
Tb927.7.2650,25180513,TriTrypDB,,
Tb927.7.270,31391282,TriTrypDB,,
Tb927.7.2750,24453978,TriTrypDB,,
Tb927.7.2760,18364347,TriTrypDB,,
Tb927.7.2780,32532821,TriTrypDB,,
Tb927.7.2790,17227795,TriTrypDB,,
Tb927.7.2960,23221899,TriTrypDB,,
Tb927.7.2990,18364347,TriTrypDB,,
Tb927.7.3000,35262485,TriTrypDB,,
Tb927.7.3050,18364347,TriTrypDB,,
Tb927.7.3060,29287109,TriTrypDB,,
Tb927.7.3080,28034897,TriTrypDB,,
Tb927.7.3100,31515389,TriTrypDB,,
Tb927.7.3130,30810527,TriTrypDB,,
Tb927.7.3130,27519801,TriTrypDB,,
Tb927.7.3190,24453978,TriTrypDB,,
Tb927.7.320,16339728,TriTrypDB,,
Tb927.7.320,18840477,TriTrypDB,,
Tb927.7.3210,24453978,TriTrypDB,,
Tb927.7.3240,18364347,TriTrypDB,,
Tb927.7.3280,35042777,TriTrypDB,,
Tb927.7.3320,19066473,TriTrypDB,,
Tb927.7.3330,23264645,TriTrypDB,,
Tb927.7.3330,25736289,TriTrypDB,,
Tb927.7.3360,20382188,TriTrypDB,,
Tb927.7.3370,20923419,TriTrypDB,,
Tb927.7.3410,17567955,TriTrypDB,,
Tb927.7.3410,18768932,TriTrypDB,,
Tb927.7.3430,18364347,TriTrypDB,,
Tb927.7.3440,35447115,TriTrypDB,,
Tb927.7.3450,9127738,TriTrypDB,,
Tb927.7.3460,21474072,TriTrypDB,,
Tb927.7.3490,29514930,TriTrypDB,,
Tb927.7.3500,32003744,TriTrypDB,,
Tb927.7.3510,32679035,TriTrypDB,,
Tb927.7.3520,26748989,TriTrypDB,,
Tb927.7.3550,26504079,TriTrypDB,,
Tb927.7.3560,17227795,TriTrypDB,,
Tb927.7.3580,24453978,TriTrypDB,,
Tb927.7.360,36996244,TriTrypDB,,
Tb927.7.360,31964820,TriTrypDB,,
Tb927.7.3620,29581012,TriTrypDB,,
Tb927.7.3650,24453978,TriTrypDB,,
Tb927.7.3730,16339728,TriTrypDB,,
Tb927.7.3740,29474435,TriTrypDB,,
Tb927.7.3760,20382188,TriTrypDB,,
Tb927.7.3780,28456523,TriTrypDB,,
Tb927.7.3790,16112905,TriTrypDB,,
Tb927.7.380,36996244,TriTrypDB,,
Tb927.7.3810,37276216,TriTrypDB,,
Tb927.7.3880,24453978,TriTrypDB,,
Tb927.7.3880,28049148,TriTrypDB,,
Tb927.7.3910,21610103,TriTrypDB,,
Tb927.7.3940,19463859,TriTrypDB,,
Tb927.7.3960,18364347,TriTrypDB,,
Tb927.7.3990,12150917,TriTrypDB,,
Tb927.7.400,36996244,TriTrypDB,,
Tb927.7.4080,31082713,TriTrypDB,,
Tb927.7.4090,24453978,TriTrypDB,,
Tb927.7.4140,18364347,TriTrypDB,,
Tb927.7.4160,16923389,TriTrypDB,,
Tb927.7.4170,16923389,TriTrypDB,,
Tb927.7.4180,16923389,TriTrypDB,,
Tb927.7.420,36996244,TriTrypDB,,
Tb927.7.4210,32679035,TriTrypDB,,
Tb927.7.4230,25931509,TriTrypDB,,
Tb927.7.4260,25931509,TriTrypDB,,
Tb927.7.4370,32518185,TriTrypDB,,
Tb927.7.4380,34407985,TriTrypDB,,
Tb927.7.440,36996244,TriTrypDB,,
Tb927.7.4400,28792096,TriTrypDB,,
Tb927.7.4450,29931198,TriTrypDB,,
Tb927.7.4510,37475965,TriTrypDB,,
Tb927.7.4515,26721397,TriTrypDB,,
Tb927.7.4540,34407985,TriTrypDB,,
Tb927.7.4550,18364347,TriTrypDB,,
Tb927.7.4560,18631159,TriTrypDB,,
Tb927.7.4560,31747559,TriTrypDB,,
Tb927.7.4570,8702965,TriTrypDB,,
Tb927.7.4620,36829306,TriTrypDB,,
Tb927.7.470,25931509,TriTrypDB,,
Tb927.7.4710,18364347,TriTrypDB,,
Tb927.7.4810,33417760,TriTrypDB,,
Tb927.7.4850,24582333,TriTrypDB,,
Tb927.7.4860,24582333,TriTrypDB,,
Tb927.7.4890,23221899,TriTrypDB,,
Tb927.7.4900,17077271,TriTrypDB,,
Tb927.7.4900,21947264,TriTrypDB,,
Tb927.7.4910,37633952,TriTrypDB,,
Tb927.7.4980,23221899,TriTrypDB,,
Tb927.7.4980,20444260,TriTrypDB,,
Tb927.7.5040,18545648,TriTrypDB,,
Tb927.7.5160,31391279,TriTrypDB,,
Tb927.7.5220,24453978,TriTrypDB,,
Tb927.7.5240,30171070,TriTrypDB,,
Tb927.7.5280,21474072,TriTrypDB,,
Tb927.7.5340,23877697,TriTrypDB,,
Tb927.7.5380,18840477,TriTrypDB,,
Tb927.7.5450,29679486,TriTrypDB,,
Tb927.7.5460,12821657,TriTrypDB,,
Tb927.7.5470,23221899,TriTrypDB,,
Tb927.7.5480,8538681,TriTrypDB,,
Tb927.7.5490,19254949,TriTrypDB,,
Tb927.7.5570,15773982,TriTrypDB,,
Tb927.7.5580,15773982,TriTrypDB,,
Tb927.7.5620,34407985,TriTrypDB,,
Tb927.7.5660,30030284,TriTrypDB,,
Tb927.7.5690,29474435,TriTrypDB,,
Tb927.7.5700,22787278,TriTrypDB,,
Tb927.7.5700,27436903,TriTrypDB,,
Tb927.7.5740,32679035,TriTrypDB,,
Tb927.7.5750,23533609,TriTrypDB,,
Tb927.7.5760,19525551,TriTrypDB,,
Tb927.7.5760,23560737,TriTrypDB,,
Tb927.7.5770,20231285,TriTrypDB,,
Tb927.7.5900,22463696,TriTrypDB,,
Tb927.7.5900,24699810,TriTrypDB,,
Tb927.7.5910,22463696,TriTrypDB,,
Tb927.7.5930,19444208,TriTrypDB,,
Tb927.7.5940,19444208,TriTrypDB,,
Tb927.7.5950,19444208,TriTrypDB,,
Tb927.7.5960,19444208,TriTrypDB,,
Tb927.7.5970,19444208,TriTrypDB,,
Tb927.7.5980,19444208,TriTrypDB,,
Tb927.7.5990,19444208,TriTrypDB,,
Tb927.7.600,15821136,TriTrypDB,,
Tb927.7.6000,19444208,TriTrypDB,,
Tb927.7.610,15821136,TriTrypDB,,
Tb927.7.6110,37414151,TriTrypDB,,
Tb927.7.6220,24453978,TriTrypDB,,
Tb927.7.6250,28049148,TriTrypDB,,
Tb927.7.6260,35262485,TriTrypDB,,
Tb927.7.6310,26929336,TriTrypDB,,
Tb927.7.6350,21610103,TriTrypDB,,
Tb927.7.6360,16303849,TriTrypDB,,
Tb927.7.6360,18261990,TriTrypDB,,
Tb927.7.6360,19369410,TriTrypDB,,
Tb927.7.6390,29474435,TriTrypDB,,
Tb927.7.650,29931198,TriTrypDB,,
Tb927.7.6570,25931509,TriTrypDB,,
Tb927.7.660,34407985,TriTrypDB,,
Tb927.7.6600,31964820,TriTrypDB,,
Tb927.7.6630,28034897,TriTrypDB,,
Tb927.7.6680,24453978,TriTrypDB,,
Tb927.7.6800,18364347,TriTrypDB,,
Tb927.7.6850,12071958,TriTrypDB,,
Tb927.7.6900,18554326,TriTrypDB,,
Tb927.7.700,29931198,TriTrypDB,,
Tb927.7.7000,23264645,TriTrypDB,,
Tb927.7.7010,18364347,TriTrypDB,,
Tb927.7.7040,19103757,TriTrypDB,,
Tb927.7.7080,31515389,TriTrypDB,,
Tb927.7.7210,23221899,TriTrypDB,,
Tb927.7.7230,18367671,TriTrypDB,,
Tb927.7.7270,29474435,TriTrypDB,,
Tb927.7.730,17227795,TriTrypDB,,
Tb927.7.7330,21610103,TriTrypDB,,
Tb927.7.7360,7557404,TriTrypDB,,
Tb927.7.7380,14990572,TriTrypDB,,
Tb927.7.7400,28049148,TriTrypDB,,
Tb927.7.7410,17166831,TriTrypDB,,
Tb927.7.7410,21610103,TriTrypDB,,
Tb927.7.7420,19436713,TriTrypDB,,
Tb927.7.7430,19436713,TriTrypDB,,
Tb927.7.7460,37004055,TriTrypDB,,
Tb927.7.7470,24879126,TriTrypDB,,
Tb927.7.7500,19945457,TriTrypDB,,
Tb927.7.800,37410820,TriTrypDB,,
Tb927.7.800,26572691,TriTrypDB,,
Tb927.7.840,36220811,TriTrypDB,,
Tb927.7.880,16339728,TriTrypDB,,
Tb927.7.890,23675735,TriTrypDB,,
Tb927.7.920,24892844,TriTrypDB,,
Tb927.7.930,20444260,TriTrypDB,,
Tb927.7.960,24453978,TriTrypDB,,
Tb927.7.970,25873624,TriTrypDB,,
Tb927.8.1050,29474435,TriTrypDB,,
Tb927.8.1080,16254149,TriTrypDB,,
Tb927.8.1090,17940093,TriTrypDB,,
Tb927.8.1100,24453978,TriTrypDB,,
Tb927.8.1150,24582333,TriTrypDB,,
Tb927.8.1260,29931198,TriTrypDB,,
Tb927.8.1270,29931198,TriTrypDB,,
Tb927.8.1290,29474435,TriTrypDB,,
Tb927.8.1310,19463859,TriTrypDB,,
Tb927.8.1430,18364347,TriTrypDB,,
Tb927.8.1470,23221899,TriTrypDB,,
Tb927.8.1530,30503212,TriTrypDB,,
Tb927.8.1550,19074134,TriTrypDB,,
Tb927.8.1670,24453978,TriTrypDB,,
Tb927.8.1680,24582333,TriTrypDB,,
Tb927.8.1690,24453978,TriTrypDB,,
Tb927.8.1720,23190171,TriTrypDB,,
Tb927.8.1740,22267727,TriTrypDB,,
Tb927.8.1740,22408251,TriTrypDB,,
Tb927.8.1750,25040552,TriTrypDB,,
Tb927.8.1780,24453978,TriTrypDB,,
Tb927.8.1870,10462522,TriTrypDB,,
Tb927.8.1870,25503798,TriTrypDB,,
Tb927.8.1880,18364347,TriTrypDB,,
Tb927.8.1920,16916638,TriTrypDB,,
Tb927.8.1950,35766104,TriTrypDB,,
Tb927.8.1960,18442996,TriTrypDB,,
Tb927.8.1990,32388269,TriTrypDB,,
Tb927.8.2000,20153321,TriTrypDB,,
Tb927.8.2030,29781112,TriTrypDB,,
Tb927.8.2050,14718535,TriTrypDB,,
Tb927.8.2070,23221899,TriTrypDB,,
Tb927.8.2210,20545846,TriTrypDB,,
Tb927.8.2260,23221899,TriTrypDB,,
Tb927.8.2270,23221899,TriTrypDB,,
Tb927.8.2280,23221899,TriTrypDB,,
Tb927.8.2300,31536395,TriTrypDB,,
Tb927.8.2360,20876299,TriTrypDB,,
Tb927.8.2370,17053086,TriTrypDB,,
Tb927.8.2450,19647733,TriTrypDB,,
Tb927.8.2490,34407985,TriTrypDB,,
Tb927.8.2530,21610103,TriTrypDB,,
Tb927.8.2540,20382188,TriTrypDB,,
Tb927.8.2550,20065037,TriTrypDB,,
Tb927.8.2590,28049148,TriTrypDB,,
Tb927.8.2620,29474435,TriTrypDB,,
Tb927.8.2630,22168367,TriTrypDB,,
Tb927.8.2630,16481395,TriTrypDB,,
Tb927.8.2650,31515389,TriTrypDB,,
Tb927.8.2690,34407985,TriTrypDB,,
Tb927.8.2710,34407985,TriTrypDB,,
Tb927.8.2760,18364347,TriTrypDB,,
Tb927.8.2770,23319604,TriTrypDB,,
Tb927.8.2780,16339728,TriTrypDB,,
Tb927.8.2810,17077271,TriTrypDB,,
Tb927.8.2830,31795916,TriTrypDB,,
Tb927.8.2850,21743004,TriTrypDB,,
Tb927.8.2855,11254959,TriTrypDB,,
Tb927.8.2910,30091673,TriTrypDB,,
Tb927.8.2920,30091673,TriTrypDB,,
Tb927.8.2930,30091673,TriTrypDB,,
Tb927.8.2940,30091673,TriTrypDB,,
Tb927.8.3010,23264645,TriTrypDB,,
Tb927.8.3070,35293314,TriTrypDB,,
Tb927.8.3090,31536395,TriTrypDB,,
Tb927.8.3110,18364347,TriTrypDB,,
Tb927.8.3130,31515389,TriTrypDB,,
Tb927.8.3140,34407985,TriTrypDB,,
Tb927.8.3170,21474072,TriTrypDB,,
Tb927.8.3170,32679035,TriTrypDB,,
Tb927.8.3200,18796613,TriTrypDB,,
Tb927.8.3220,31082713,TriTrypDB,,
Tb927.8.3300,32679035,TriTrypDB,,
Tb927.8.3310,21357738,TriTrypDB,,
Tb927.8.3320,19436713,TriTrypDB,,
Tb927.8.3330,19463859,TriTrypDB,,
Tb927.8.3430,19208769,TriTrypDB,,
Tb927.8.3500,25040552,TriTrypDB,,
Tb927.8.3530,8920004,TriTrypDB,,
Tb927.8.3550,24453978,TriTrypDB,,
Tb927.8.3620,27703008,TriTrypDB,,
Tb927.8.3630,27703008,TriTrypDB,,
Tb927.8.3650,27703008,TriTrypDB,,
Tb927.8.3660,19759175,TriTrypDB,,
Tb927.8.3680,24582333,TriTrypDB,,
Tb927.8.3710,15542846,TriTrypDB,,
Tb927.8.3720,29474435,TriTrypDB,,
Tb927.8.3750,29931198,TriTrypDB,,
Tb927.8.3790,19074134,TriTrypDB,,
Tb927.8.3820,26187993,TriTrypDB,,
Tb927.8.3820,30273340,TriTrypDB,,
Tb927.8.3860,25040552,TriTrypDB,,
Tb927.8.3870,29931198,TriTrypDB,,
Tb927.8.3920,25040552,TriTrypDB,,
Tb927.8.3980,31289266,TriTrypDB,,
Tb927.8.4010,23178943,TriTrypDB,,
Tb927.8.4020,20444260,TriTrypDB,,
Tb927.8.4030,17972917,TriTrypDB,,
Tb927.8.4050,23178943,TriTrypDB,,
Tb927.8.4060,11877446,TriTrypDB,,
Tb927.8.4060,26776656,TriTrypDB,,
Tb927.8.4100,23178943,TriTrypDB,,
Tb927.8.4110,23178943,TriTrypDB,,
Tb927.8.4110,26776656,TriTrypDB,,
Tb927.8.4130,17972917,TriTrypDB,,
Tb927.8.4140,23533609,TriTrypDB,,
Tb927.8.4150,27991487,TriTrypDB,,
Tb927.8.4170,16339728,TriTrypDB,,
Tb927.8.4210,28049148,TriTrypDB,,
Tb927.8.4250,21610103,TriTrypDB,,
Tb927.8.4380,25808593,TriTrypDB,,
Tb927.8.4380,23221899,TriTrypDB,,
Tb927.8.4400,30030284,TriTrypDB,,
Tb927.8.4430,20070944,TriTrypDB,,
Tb927.8.4440,19463859,TriTrypDB,,
Tb927.8.4450,16339728,TriTrypDB,,
Tb927.8.4500,24839125,TriTrypDB,,
Tb927.8.4510,18534579,TriTrypDB,,
Tb927.8.4550,18364347,TriTrypDB,,
Tb927.8.4580,37633952,TriTrypDB,,
Tb927.8.4580,28049148,TriTrypDB,,
Tb927.8.4610,15811530,TriTrypDB,,
Tb927.8.4640,17227795,TriTrypDB,,
Tb927.8.4640,37475965,TriTrypDB,,
Tb927.8.4760,26984294,TriTrypDB,,
Tb927.8.4780,24741115,TriTrypDB,,
Tb927.8.4810,19683530,TriTrypDB,,
Tb927.8.4830,15863726,TriTrypDB,,
Tb927.8.4860,31515389,TriTrypDB,,
Tb927.8.4860,21474072,TriTrypDB,,
Tb927.8.4870,17227795,TriTrypDB,,
Tb927.8.4890,1754381,TriTrypDB,,
Tb927.8.4950,29781112,TriTrypDB,,
Tb927.8.4970,15138073,TriTrypDB,,
Tb927.8.4970,2793936,TriTrypDB,,
Tb927.8.4970,19074134,TriTrypDB,,
Tb927.8.4980,15138073,TriTrypDB,,
Tb927.8.4980,19074134,TriTrypDB,,
Tb927.8.4980,2793936,TriTrypDB,,
Tb927.8.4990,15138073,TriTrypDB,,
Tb927.8.4990,19074134,TriTrypDB,,
Tb927.8.5000,15138073,TriTrypDB,,
Tb927.8.5000,19074134,TriTrypDB,,
Tb927.8.5010,15138073,TriTrypDB,,
Tb927.8.5010,19074134,TriTrypDB,,
Tb927.8.5060,22609302,TriTrypDB,,
Tb927.8.5130,23221899,TriTrypDB,,
Tb927.8.5140,20382188,TriTrypDB,,
Tb927.8.5180,19429779,TriTrypDB,,
Tb927.8.5200,18364347,TriTrypDB,,
Tb927.8.5210,27956554,TriTrypDB,,
Tb927.8.5280,18364347,TriTrypDB,,
Tb927.8.5350,27863903,TriTrypDB,,
Tb927.8.5380,21264253,TriTrypDB,,
Tb927.8.5390,24453978,TriTrypDB,,
Tb927.8.5440,7818488,TriTrypDB,,
Tb927.8.5450,24988048,TriTrypDB,,
Tb927.8.5450,22994895,TriTrypDB,,
Tb927.8.5460,7818488,TriTrypDB,,
Tb927.8.5465,7818488,TriTrypDB,,
Tb927.8.5470,7818488,TriTrypDB,,
Tb927.8.5500,19346560,TriTrypDB,,
Tb927.8.5540,21790804,TriTrypDB,,
Tb927.8.5560,21610103,TriTrypDB,,
Tb927.8.5670,29474435,TriTrypDB,,
Tb927.8.5700,22562468,TriTrypDB,,
Tb927.8.5720,23520175,TriTrypDB,,
Tb927.8.5730,24453978,TriTrypDB,,
Tb927.8.5770,21357738,TriTrypDB,,
Tb927.8.580,30415698,TriTrypDB,,
Tb927.8.5810,19463859,TriTrypDB,,
Tb927.8.5860,18364347,TriTrypDB,,
Tb927.8.5890,17940067,TriTrypDB,,
Tb927.8.5890,24322299,TriTrypDB,,
Tb927.8.5950,16164760,TriTrypDB,,
Tb927.8.5970,27956554,TriTrypDB,,
Tb927.8.5980,17259543,TriTrypDB,,
Tb927.8.6040,31515389,TriTrypDB,,
Tb927.8.6040,21474072,TriTrypDB,,
Tb927.8.6060,29813135,TriTrypDB,,
Tb927.8.6070,10574716,TriTrypDB,,
Tb927.8.6070,17487282,TriTrypDB,,
Tb927.8.6080,23221899,TriTrypDB,,
Tb927.8.620,20018860,TriTrypDB,,
Tb927.8.6210,20382188,TriTrypDB,,
Tb927.8.6230,37633952,TriTrypDB,,
Tb927.8.6250,26891179,TriTrypDB,,
Tb927.8.6310,30506377,TriTrypDB,,
Tb927.8.6310,32105215,TriTrypDB,,
Tb927.8.6370,26504079,TriTrypDB,,
Tb927.8.6370,29091964,TriTrypDB,,
Tb927.8.6390,36364996,TriTrypDB,,
Tb927.8.6410,17166831,TriTrypDB,,
Tb927.8.6440,16339728,TriTrypDB,,
Tb927.8.6470,34407985,TriTrypDB,,
Tb927.8.6490,24453978,TriTrypDB,,
Tb927.8.6490,28049148,TriTrypDB,,
Tb927.8.6530,34407985,TriTrypDB,,
Tb927.8.6540,17259543,TriTrypDB,,
Tb927.8.6560,32679035,TriTrypDB,,
Tb927.8.6650,16339728,TriTrypDB,,
Tb927.8.6660,19074134,TriTrypDB,,
Tb927.8.6730,25931509,TriTrypDB,,
Tb927.8.6810,24453978,TriTrypDB,,
Tb927.8.6820,19625628,TriTrypDB,,
Tb927.8.690,20466001,TriTrypDB,,
Tb927.8.6930,24453978,TriTrypDB,,
Tb927.8.6960,22158713,TriTrypDB,,
Tb927.8.6980,26504079,TriTrypDB,,
Tb927.8.7020,35680928,TriTrypDB,,
Tb927.8.7070,27226595,TriTrypDB,,
Tb927.8.710,16339728,TriTrypDB,,
Tb927.8.7100,21306439,TriTrypDB,,
Tb927.8.7110,24453978,TriTrypDB,,
Tb927.8.7120,20382188,TriTrypDB,,
Tb927.8.720,25040552,TriTrypDB,,
Tb927.8.7250,27802583,TriTrypDB,,
Tb927.8.7420,27863903,TriTrypDB,,
Tb927.8.7490,26727667,TriTrypDB,,
Tb927.8.7540,31286583,TriTrypDB,,
Tb927.8.770,29474435,TriTrypDB,,
Tb927.8.7820,37276216,TriTrypDB,,
Tb927.8.7950,24741115,TriTrypDB,,
Tb927.8.8040,28628654,TriTrypDB,,
Tb927.8.8050,19525551,TriTrypDB,,
Tb927.8.8070,16302277,TriTrypDB,,
Tb927.8.8160,29474435,TriTrypDB,,
Tb927.8.8170,26572691,TriTrypDB,,
Tb927.8.8170,37410820,TriTrypDB,,
Tb927.8.8180,26572691,TriTrypDB,,
Tb927.8.8180,37410820,TriTrypDB,,
Tb927.8.8210,26727667,TriTrypDB,,
Tb927.8.8290,28679527,TriTrypDB,,
Tb927.8.8350,21124853,TriTrypDB,,
Tb927.8.870,24453978,TriTrypDB,,
Tb927.8.890,15383296,TriTrypDB,,
Tb927.8.900,10477180,TriTrypDB,,
Tb927.8.940,30550896,TriTrypDB,,
Tb927.8.980,22676716,TriTrypDB,,
Tb927.8.990,18611951,TriTrypDB,,
Tb927.9.10040,24453978,TriTrypDB,,
Tb927.9.10080,20382188,TriTrypDB,,
Tb927.9.10100,34407985,TriTrypDB,,
Tb927.9.10160,30415698,TriTrypDB,,
Tb927.9.10170,23533609,TriTrypDB,,
Tb927.9.10310,19463859,TriTrypDB,,
Tb927.9.10360,25040552,TriTrypDB,,
Tb927.9.10490,17227795,TriTrypDB,,
Tb927.9.10530,25736289,TriTrypDB,,
Tb927.9.10550,26116214,TriTrypDB,,
Tb927.9.10560,27501349,TriTrypDB,,
Tb927.9.10560,23221899,TriTrypDB,,
Tb927.9.10670,26721397,TriTrypDB,,
Tb927.9.10710,12853641,TriTrypDB,,
Tb927.9.10770,10029314,TriTrypDB,,
Tb927.9.10770,23382864,TriTrypDB,,
Tb927.9.10830,27820863,TriTrypDB,,
Tb927.9.10920,24582333,TriTrypDB,,
Tb927.9.10920,24453978,TriTrypDB,,
Tb927.9.10930,20876299,TriTrypDB,,
Tb927.9.11040,19463859,TriTrypDB,,
Tb927.9.11050,21764780,TriTrypDB,,
Tb927.9.11070,25474309,TriTrypDB,,
Tb927.9.11120,18364347,TriTrypDB,,
Tb927.9.11220,22267727,TriTrypDB,,
Tb927.9.11220,27991487,TriTrypDB,,
Tb927.9.11260,17227795,TriTrypDB,,
Tb927.9.11300,18364347,TriTrypDB,,
Tb927.9.11480,25931509,TriTrypDB,,
Tb927.9.11500,15994309,TriTrypDB,,
Tb927.9.11540,34010336,TriTrypDB,,
Tb927.9.11660,21610103,TriTrypDB,,
Tb927.9.11720,16882667,TriTrypDB,,
Tb927.9.11880,18364347,TriTrypDB,,
Tb927.9.11900,35042777,TriTrypDB,,
Tb927.9.12040,16301606,TriTrypDB,,
Tb927.9.12110,9920387,TriTrypDB,,
Tb927.9.12140,19463859,TriTrypDB,,
Tb927.9.12360,16339728,TriTrypDB,,
Tb927.9.12400,24453978,TriTrypDB,,
Tb927.9.12450,17972917,TriTrypDB,,
Tb927.9.12470,28792096,TriTrypDB,,
Tb927.9.12500,23221899,TriTrypDB,,
Tb927.9.12550,10759857,TriTrypDB,,
Tb927.9.12700,20382188,TriTrypDB,,
Tb927.9.12720,21252235,TriTrypDB,,
Tb927.9.12770,17646387,TriTrypDB,,
Tb927.9.12770,28684539,TriTrypDB,,
Tb927.9.12780,34407985,TriTrypDB,,
Tb927.9.12790,20382188,TriTrypDB,,
Tb927.9.12820,36155669,TriTrypDB,,
Tb927.9.12850,32679035,TriTrypDB,,
Tb927.9.12880,24453978,TriTrypDB,,
Tb927.9.12900,22532828,TriTrypDB,,
Tb927.9.12930,19968861,TriTrypDB,,
Tb927.9.13030,17026746,TriTrypDB,,
Tb927.9.13120,23221899,TriTrypDB,,
Tb927.9.13280,18840477,TriTrypDB,,
Tb927.9.13380,26090847,TriTrypDB,,
Tb927.9.1340,26891179,TriTrypDB,,
Tb927.9.1340,19525551,TriTrypDB,,
Tb927.9.13440,24741115,TriTrypDB,,
Tb927.9.13470,34407985,TriTrypDB,,
Tb927.9.13510,21743004,TriTrypDB,,
Tb927.9.13520,23560737,TriTrypDB,,
Tb927.9.13530,32105215,TriTrypDB,,
Tb927.9.13530,24336212,TriTrypDB,,
Tb927.9.13780,18364347,TriTrypDB,,
Tb927.9.13785,18820079,TriTrypDB,,
Tb927.9.13795,18820079,TriTrypDB,,
Tb927.9.13820,18820079,TriTrypDB,,
Tb927.9.13860,18820079,TriTrypDB,,
Tb927.9.13920,18820079,TriTrypDB,,
Tb927.9.13970,35013170,TriTrypDB,,
Tb927.9.13970,31795916,TriTrypDB,,
Tb927.9.1400,21610103,TriTrypDB,,
Tb927.9.14050,32679035,TriTrypDB,,
Tb927.9.1410,29474435,TriTrypDB,,
Tb927.9.14240,19525551,TriTrypDB,,
Tb927.9.14290,27226595,TriTrypDB,,
Tb927.9.14300,21642507,TriTrypDB,,
Tb927.9.14430,11755190,TriTrypDB,,
Tb927.9.1500,24453978,TriTrypDB,,
Tb927.9.15010,21610103,TriTrypDB,,
Tb927.9.1510,34407985,TriTrypDB,,
Tb927.9.15270,21610103,TriTrypDB,,
Tb927.9.15380,21610103,TriTrypDB,,
Tb927.9.15470,35766104,TriTrypDB,,
Tb927.9.15510,17229212,TriTrypDB,,
Tb927.9.15520,17229212,TriTrypDB,,
Tb927.9.15530,17229212,TriTrypDB,,
Tb927.9.15540,17229212,TriTrypDB,,
Tb927.9.15550,17229212,TriTrypDB,,
Tb927.9.15560,17229212,TriTrypDB,,
Tb927.9.15570,17229212,TriTrypDB,,
Tb927.9.15580,17229212,TriTrypDB,,
Tb927.9.15590,17229212,TriTrypDB,,
Tb927.9.15600,17229212,TriTrypDB,,
Tb927.9.15610,17229212,TriTrypDB,,
Tb927.9.15620,17229212,TriTrypDB,,
Tb927.9.15630,17229212,TriTrypDB,,
Tb927.9.15640,17229212,TriTrypDB,,
Tb927.9.15660,24879126,TriTrypDB,,
Tb927.9.1570,24453978,TriTrypDB,,
Tb927.9.1610,20382188,TriTrypDB,,
Tb927.9.1670,24453978,TriTrypDB,,
Tb927.9.17380,15287585,TriTrypDB,,
Tb927.9.1950,21610103,TriTrypDB,,
Tb927.9.2030,21799014,TriTrypDB,,
Tb927.9.2075,27863903,TriTrypDB,,
Tb927.9.2140,19346560,TriTrypDB,,
Tb927.9.2240,24453978,TriTrypDB,,
Tb927.9.2320,23221899,TriTrypDB,,
Tb927.9.2340,20444878,TriTrypDB,,
Tb927.9.2350,19346560,TriTrypDB,,
Tb927.9.2380,20444878,TriTrypDB,,
Tb927.9.2520,8459837,TriTrypDB,,
Tb927.9.2620,31515389,TriTrypDB,,
Tb927.9.2650,23221899,TriTrypDB,,
Tb927.9.2670,23221899,TriTrypDB,,
Tb927.9.2900,30248370,TriTrypDB,,
Tb927.9.2900,29931198,TriTrypDB,,
Tb927.9.3000,27820863,TriTrypDB,,
Tb927.9.3120,24453978,TriTrypDB,,
Tb927.9.3280,21208463,TriTrypDB,,
Tb927.9.3350,37268169,TriTrypDB,,
Tb927.9.3470,31515389,TriTrypDB,,
Tb927.9.3480,19429779,TriTrypDB,,
Tb927.9.3600,34410224,TriTrypDB,,
Tb927.9.3640,18364347,TriTrypDB,,
Tb927.9.3650,20808899,TriTrypDB,,
Tb927.9.3760,19525551,TriTrypDB,,
Tb927.9.3780,26748989,TriTrypDB,,
Tb927.9.3800,24582333,TriTrypDB,,
Tb927.9.3970,21819459,TriTrypDB,,
Tb927.9.4040,21819459,TriTrypDB,,
Tb927.9.4080,24336212,TriTrypDB,,
Tb927.9.4190,20382188,TriTrypDB,,
Tb927.9.4207,20838601,TriTrypDB,,
Tb927.9.4210,20382188,TriTrypDB,,
Tb927.9.4227,20838601,TriTrypDB,,
Tb927.9.4230,20382188,TriTrypDB,,
Tb927.9.4360,15465048,TriTrypDB,,
Tb927.9.4420,30030284,TriTrypDB,,
Tb927.9.4440,22562468,TriTrypDB,,
Tb927.9.4520,22841752,TriTrypDB,,
Tb927.9.4550,29474435,TriTrypDB,,
Tb927.9.4560,16339728,TriTrypDB,,
Tb927.9.4620,27956554,TriTrypDB,,
Tb927.9.4750,24442674,TriTrypDB,,
Tb927.9.4750,25331479,TriTrypDB,,
Tb927.9.4900,18554326,TriTrypDB,,
Tb927.9.4910,24453978,TriTrypDB,,
Tb927.9.4990,21799014,TriTrypDB,,
