gene_ID,pmid,host_db,has_summary,has_PD
TcCLB.508569.80,22676716,TriTrypDB,,
TcCLB.508585.29,18039372,TriTrypDB,,
TcCLB.508607.50,22039427,TriTrypDB,,
TcCLB.508647.190,33168716,TriTrypDB,,
TcCLB.508647.200,30143261,TriTrypDB,,
TcCLB.508647.280,21105905,TriTrypDB,,
TcCLB.508675.9,16164760,TriTrypDB,,
TcCLB.508687.30,19336417,TriTrypDB,,
TcCLB.508687.39,19336417,TriTrypDB,,
TcCLB.508717.60,22039427,TriTrypDB,,
TcCLB.508723.80,21437209,TriTrypDB,,
TcCLB.508725.4,16164760,TriTrypDB,,
TcCLB.508767.10,30870417,TriTrypDB,,
TcCLB.508777.60,18039372,TriTrypDB,,
TcCLB.508781.129,17601874,TriTrypDB,,
TcCLB.508813.70,33168716,TriTrypDB,,
TcCLB.508831.110,16164760,TriTrypDB,,
TcCLB.508831.60,26031800,TriTrypDB,,
TcCLB.508837.70,22039427,TriTrypDB,,
TcCLB.508841.10,20957201,TriTrypDB,,
TcCLB.508951.4,16164760,TriTrypDB,,
TcCLB.508977.10,22039427,TriTrypDB,,
TcCLB.508977.120,22039427,TriTrypDB,,
TcCLB.508977.130,19336417,TriTrypDB,,
TcCLB.508977.20,19336417,TriTrypDB,,
TcCLB.508977.40,22039427,TriTrypDB,,
TcCLB.508977.50,19336417,TriTrypDB,,
TcCLB.508977.80,22039427,TriTrypDB,,
TcCLB.508977.99,19336417,TriTrypDB,,
TcCLB.508989.100,18534579,TriTrypDB,,
TcCLB.508989.60,30506377,TriTrypDB,,
TcCLB.508993.10,20382188,TriTrypDB,,
TcCLB.508995.10,16164760,TriTrypDB,,
TcCLB.508997.20,20382188,TriTrypDB,,
TcCLB.509007.70,18039372,TriTrypDB,,
TcCLB.509067.40,18534909,TriTrypDB,,
TcCLB.509073.40,20126266,TriTrypDB,,
TcCLB.509079.20,19336417,TriTrypDB,,
TcCLB.509081.110,19336417,TriTrypDB,,
TcCLB.509081.150,19336417,TriTrypDB,,
TcCLB.509081.20,19336417,TriTrypDB,,
TcCLB.509081.5,19336417,TriTrypDB,,
TcCLB.509093.10,19336417,TriTrypDB,,
TcCLB.509095.10,19336417,TriTrypDB,,
TcCLB.509097.20,22039427,TriTrypDB,,
TcCLB.509099.20,18039372,TriTrypDB,,
TcCLB.509099.30,19074134,TriTrypDB,,
TcCLB.509099.80,33168716,TriTrypDB,,
TcCLB.509123.10,20957201,TriTrypDB,,
TcCLB.509127.80,30415698,TriTrypDB,,
TcCLB.509139.10,18364711,TriTrypDB,,
TcCLB.509147.40,20957201,TriTrypDB,,
TcCLB.509153.90,19923744,TriTrypDB,,
TcCLB.509157.170,22039427,TriTrypDB,,
TcCLB.509167.140,22966087,TriTrypDB,,
TcCLB.509167.190,16164760,TriTrypDB,,
TcCLB.509169.39,16164760,TriTrypDB,,
TcCLB.509195.30,19336417,TriTrypDB,,
TcCLB.509195.50,19336417,TriTrypDB,,
TcCLB.509195.70,19336417,TriTrypDB,,
TcCLB.509231.20,16164760,TriTrypDB,,
TcCLB.509265.110,22039427,TriTrypDB,,
TcCLB.509265.90,22039427,TriTrypDB,,
TcCLB.509269.10,33168716,TriTrypDB,,
TcCLB.509269.19,18364711,TriTrypDB,,
TcCLB.509269.4,8132566,TriTrypDB,,
TcCLB.509291.20,19336417,TriTrypDB,,
TcCLB.509377.20,22039427,TriTrypDB,,
TcCLB.509391.10,7818488,TriTrypDB,,
TcCLB.509391.20,7818488,TriTrypDB,,
TcCLB.509391.30,7818488,TriTrypDB,,
TcCLB.509445.30,17062572,TriTrypDB,,
TcCLB.509453.50,18039372,TriTrypDB,,
TcCLB.509455.130,23877697,TriTrypDB,,
TcCLB.509499.20,14711591,TriTrypDB,,
TcCLB.509513.10,22039427,TriTrypDB,,
TcCLB.509551.10,16164760,TriTrypDB,,
TcCLB.509551.100,30415698,TriTrypDB,,
TcCLB.509551.149,20382188,TriTrypDB,,
TcCLB.509581.10,22039427,TriTrypDB,,
TcCLB.509589.30,21124853,TriTrypDB,,
TcCLB.509591.20,18039372,TriTrypDB,,
TcCLB.509591.50,16339728,TriTrypDB,,
TcCLB.509599.130,16164760,TriTrypDB,,
TcCLB.509599.150,16164760,TriTrypDB,,
TcCLB.509599.164,20685283,TriTrypDB,,
TcCLB.509631.20,19336417,TriTrypDB,,
TcCLB.509631.80,19336417,TriTrypDB,,
TcCLB.509697.15,19336417,TriTrypDB,,
TcCLB.509699.110,19336417,TriTrypDB,,
TcCLB.509699.140,19336417,TriTrypDB,,
TcCLB.509699.210,19336417,TriTrypDB,,
TcCLB.509699.40,22039427,TriTrypDB,,
TcCLB.509699.60,19336417,TriTrypDB,,
TcCLB.509707.10,19444208,TriTrypDB,,
TcCLB.509739.10,22039427,TriTrypDB,,
TcCLB.509765.50,22039427,TriTrypDB,,
TcCLB.509765.95,19336417,TriTrypDB,,
TcCLB.509767.90,18364711,TriTrypDB,,
TcCLB.509769.60,19122194,TriTrypDB,,
TcCLB.509775.40,25961325,TriTrypDB,,
TcCLB.509777.30,22039427,TriTrypDB,,
TcCLB.509777.90,16164760,TriTrypDB,,
TcCLB.509779.40,33168716,TriTrypDB,,
TcCLB.509779.60,18039372,TriTrypDB,,
TcCLB.509803.40,16020724,TriTrypDB,,
TcCLB.509805.10,16164760,TriTrypDB,,
TcCLB.509805.20,19733234,TriTrypDB,,
TcCLB.509805.220,20382188,TriTrypDB,,
TcCLB.509817.50,22039427,TriTrypDB,,
TcCLB.509843.20,22039427,TriTrypDB,,
TcCLB.509885.40,19122194,TriTrypDB,,
TcCLB.509885.70,28406895,TriTrypDB,,
TcCLB.509895.10,22396527,TriTrypDB,,
TcCLB.509895.40,16164760,TriTrypDB,,
TcCLB.509925.10,19336417,TriTrypDB,,
TcCLB.509965.260,16164760,TriTrypDB,,
TcCLB.509973.10,19336417,TriTrypDB,,
TcCLB.509973.70,19336417,TriTrypDB,,
TcCLB.509975.30,19336417,TriTrypDB,,
TcCLB.509977.30,19336417,TriTrypDB,,
TcCLB.509977.80,19336417,TriTrypDB,,
TcCLB.509979.174,19336417,TriTrypDB,,
TcCLB.509979.200,19336417,TriTrypDB,,
TcCLB.509979.230,33168716,TriTrypDB,,
TcCLB.509979.270,19336417,TriTrypDB,,
TcCLB.509979.320,22039427,TriTrypDB,,
TcCLB.509979.350,19336417,TriTrypDB,,
TcCLB.509993.15,19336417,TriTrypDB,,
TcCLB.509993.31,19336417,TriTrypDB,,
TcCLB.509993.51,19336417,TriTrypDB,,
TcCLB.510005.20,22039427,TriTrypDB,,
TcCLB.510011.9,19336417,TriTrypDB,,
TcCLB.510013.150,19336417,TriTrypDB,,
TcCLB.510013.170,19336417,TriTrypDB,,
TcCLB.510013.230,19336417,TriTrypDB,,
TcCLB.510013.260,19336417,TriTrypDB,,
TcCLB.510013.290,19336417,TriTrypDB,,
TcCLB.510013.310,19336417,TriTrypDB,,
TcCLB.510013.40,19336417,TriTrypDB,,
TcCLB.510013.50,22039427,TriTrypDB,,
TcCLB.510013.70,19336417,TriTrypDB,,
TcCLB.510015.30,19336417,TriTrypDB,,
TcCLB.510017.30,19336417,TriTrypDB,,
TcCLB.510017.59,19336417,TriTrypDB,,
TcCLB.510019.30,19336417,TriTrypDB,,
TcCLB.510021.109,19336417,TriTrypDB,,
TcCLB.510021.120,22039427,TriTrypDB,,
TcCLB.510021.130,19336417,TriTrypDB,,
TcCLB.510021.180,22039427,TriTrypDB,,
TcCLB.510021.20,19336417,TriTrypDB,,
TcCLB.510021.210,19336417,TriTrypDB,,
TcCLB.510021.220,22039427,TriTrypDB,,
TcCLB.510021.50,19336417,TriTrypDB,,
TcCLB.510023.30,19336417,TriTrypDB,,
TcCLB.510025.100,19336417,TriTrypDB,,
TcCLB.510025.160,19336417,TriTrypDB,,
TcCLB.510025.180,19336417,TriTrypDB,,
TcCLB.510025.220,19336417,TriTrypDB,,
TcCLB.510025.260,19336417,TriTrypDB,,
TcCLB.510025.30,19336417,TriTrypDB,,
TcCLB.510025.50,22039427,TriTrypDB,,
TcCLB.510027.10,17640865,TriTrypDB,,
TcCLB.510055.160,16164760,TriTrypDB,,
TcCLB.510055.20,22039427,TriTrypDB,,
TcCLB.510055.70,31795916,TriTrypDB,,
TcCLB.510061.11,19336417,TriTrypDB,,
TcCLB.510061.30,22039427,TriTrypDB,,
TcCLB.510073.70,18442996,TriTrypDB,,
TcCLB.510075.30,18039372,TriTrypDB,,
TcCLB.510077.30,16164760,TriTrypDB,,
TcCLB.510089.10,19336417,TriTrypDB,,
TcCLB.510089.110,22396527,TriTrypDB,,
TcCLB.510089.130,16164760,TriTrypDB,,
TcCLB.510091.110,22396527,TriTrypDB,,
TcCLB.510091.50,30506377,TriTrypDB,,
TcCLB.510091.7,20382188,TriTrypDB,,
TcCLB.510101.390,30415698,TriTrypDB,,
TcCLB.510101.470,19714224,TriTrypDB,,
TcCLB.510103.30,19444208,TriTrypDB,,
TcCLB.510105.310,19336417,TriTrypDB,,
TcCLB.510107.30,19336417,TriTrypDB,,
TcCLB.510123.10,33168716,TriTrypDB,,
TcCLB.510123.20,16164760,TriTrypDB,,
TcCLB.510125.20,22039427,TriTrypDB,,
TcCLB.510127.79,12810043,TriTrypDB,,
TcCLB.510141.10,19945457,TriTrypDB,,
TcCLB.510141.4,16164760,TriTrypDB,,
TcCLB.510143.60,33168716,TriTrypDB,,
TcCLB.510157.10,19336417,TriTrypDB,,
TcCLB.510163.30,19336417,TriTrypDB,,
TcCLB.510163.60,22039427,TriTrypDB,,
TcCLB.510181.20,16403015,TriTrypDB,,
TcCLB.510181.9,20382188,TriTrypDB,,
TcCLB.510189.40,19336417,TriTrypDB,,
TcCLB.510191.10,19336417,TriTrypDB,,
TcCLB.510191.70,19336417,TriTrypDB,,
TcCLB.510205.20,19336417,TriTrypDB,,
TcCLB.510205.40,22039427,TriTrypDB,,
TcCLB.510205.50,19336417,TriTrypDB,,
TcCLB.510205.80,19336417,TriTrypDB,,
TcCLB.510207.30,22039427,TriTrypDB,,
TcCLB.510207.40,19336417,TriTrypDB,,
TcCLB.510209.27,19336417,TriTrypDB,,
TcCLB.510213.39,19336417,TriTrypDB,,
TcCLB.510213.70,19336417,TriTrypDB,,
TcCLB.510213.9,19336417,TriTrypDB,,
TcCLB.510231.10,16164760,TriTrypDB,,
TcCLB.510257.100,22396527,TriTrypDB,,
TcCLB.510257.130,16164760,TriTrypDB,,
TcCLB.510257.139,32428081,TriTrypDB,,
TcCLB.510261.10,19336417,TriTrypDB,,
TcCLB.510261.31,19336417,TriTrypDB,,
TcCLB.510269.20,19336417,TriTrypDB,,
TcCLB.510269.50,19336417,TriTrypDB,,
TcCLB.510275.190,19336417,TriTrypDB,,
TcCLB.510275.250,19336417,TriTrypDB,,
TcCLB.510275.29,19336417,TriTrypDB,,
TcCLB.510275.340,19336417,TriTrypDB,,
TcCLB.510275.350,22039427,TriTrypDB,,
TcCLB.510275.370,19336417,TriTrypDB,,
TcCLB.510275.400,19336417,TriTrypDB,,
TcCLB.510275.60,19336417,TriTrypDB,,
TcCLB.510279.110,22039427,TriTrypDB,,
TcCLB.510279.120,19336417,TriTrypDB,,
TcCLB.510279.140,19336417,TriTrypDB,,
TcCLB.510279.190,19336417,TriTrypDB,,
TcCLB.510279.210,19336417,TriTrypDB,,
TcCLB.510279.230,22039427,TriTrypDB,,
TcCLB.510279.250,19336417,TriTrypDB,,
TcCLB.510279.310,19336417,TriTrypDB,,
TcCLB.510279.320,22039427,TriTrypDB,,
TcCLB.510279.330,19336417,TriTrypDB,,
TcCLB.510279.349,19336417,TriTrypDB,,
TcCLB.510279.60,19336417,TriTrypDB,,
TcCLB.510279.90,19336417,TriTrypDB,,
TcCLB.510283.100,33168716,TriTrypDB,,
TcCLB.510283.140,20382188,TriTrypDB,,
TcCLB.510285.100,15694484,TriTrypDB,,
TcCLB.510285.110,33168716,TriTrypDB,,
TcCLB.510287.20,20382188,TriTrypDB,,
TcCLB.510293.79,12958211,TriTrypDB,,
TcCLB.510307.19,19336417,TriTrypDB,,
TcCLB.510307.210,22039427,TriTrypDB,,
TcCLB.510307.230,22039427,TriTrypDB,,
TcCLB.510307.240,22039427,TriTrypDB,,
TcCLB.510307.284,22039427,TriTrypDB,,
TcCLB.510311.160,33168716,TriTrypDB,,
TcCLB.510311.40,18039372,TriTrypDB,,
TcCLB.510321.10,22532828,TriTrypDB,,
TcCLB.510323.110,18039372,TriTrypDB,,
TcCLB.510347.60,16164760,TriTrypDB,,
TcCLB.510349.50,20382188,TriTrypDB,,
TcCLB.510349.80,16164760,TriTrypDB,,
TcCLB.510351.150,18039372,TriTrypDB,,
TcCLB.510369.10,19336417,TriTrypDB,,
TcCLB.510371.10,19336417,TriTrypDB,,
TcCLB.510371.100,19336417,TriTrypDB,,
TcCLB.510371.120,19336417,TriTrypDB,,
TcCLB.510371.50,19336417,TriTrypDB,,
TcCLB.510371.70,19336417,TriTrypDB,,
TcCLB.510371.90,22039427,TriTrypDB,,
TcCLB.510373.10,19336417,TriTrypDB,,
TcCLB.510373.119,19336417,TriTrypDB,,
TcCLB.510373.60,19336417,TriTrypDB,,
TcCLB.510373.90,19336417,TriTrypDB,,
TcCLB.510375.10,19336417,TriTrypDB,,
TcCLB.510375.40,19336417,TriTrypDB,,
TcCLB.510377.10,22039427,TriTrypDB,,
TcCLB.510377.100,19336417,TriTrypDB,,
TcCLB.510377.134,19336417,TriTrypDB,,
TcCLB.510377.200,19336417,TriTrypDB,,
TcCLB.510377.260,19336417,TriTrypDB,,
TcCLB.510377.30,19336417,TriTrypDB,,
TcCLB.510377.310,19336417,TriTrypDB,,
TcCLB.510377.330,22039427,TriTrypDB,,
TcCLB.510377.350,19336417,TriTrypDB,,
TcCLB.510377.390,19336417,TriTrypDB,,
TcCLB.510377.430,19336417,TriTrypDB,,
TcCLB.510377.450,19336417,TriTrypDB,,
TcCLB.510377.50,22039427,TriTrypDB,,
TcCLB.510381.70,33168716,TriTrypDB,,
TcCLB.510403.30,22039427,TriTrypDB,,
TcCLB.510407.80,30506377,TriTrypDB,,
TcCLB.510407.9,16164760,TriTrypDB,,
TcCLB.510409.10,16164760,TriTrypDB,,
TcCLB.510431.140,16164760,TriTrypDB,,
TcCLB.510431.300,22039427,TriTrypDB,,
TcCLB.510491.60,22039427,TriTrypDB,,
TcCLB.510507.20,20382188,TriTrypDB,,
TcCLB.510515.110,33168716,TriTrypDB,,
TcCLB.510525.10,16164760,TriTrypDB,,
TcCLB.510525.130,31064825,TriTrypDB,,
TcCLB.510525.139,16164760,TriTrypDB,,
TcCLB.510529.10,33168716,TriTrypDB,,
TcCLB.510529.30,33168716,TriTrypDB,,
TcCLB.510531.40,33168716,TriTrypDB,,
TcCLB.510533.100,33168716,TriTrypDB,,
TcCLB.510553.30,19336417,TriTrypDB,,
TcCLB.510553.40,22039427,TriTrypDB,,
TcCLB.510555.10,19336417,TriTrypDB,,
TcCLB.510557.60,19336417,TriTrypDB,,
TcCLB.510557.73,19336417,TriTrypDB,,
TcCLB.510559.20,19336417,TriTrypDB,,
TcCLB.510561.30,19336417,TriTrypDB,,
TcCLB.510561.50,19336417,TriTrypDB,,
TcCLB.510561.7,19336417,TriTrypDB,,
TcCLB.510565.70,16164760,TriTrypDB,,
TcCLB.510609.70,16164760,TriTrypDB,,
TcCLB.510611.60,18367671,TriTrypDB,,
TcCLB.510621.20,19336417,TriTrypDB,,
TcCLB.510621.49,19336417,TriTrypDB,,
TcCLB.510621.60,19336417,TriTrypDB,,
TcCLB.510717.10,20957201,TriTrypDB,,
TcCLB.510717.20,20957201,TriTrypDB,,
TcCLB.510719.150,33168716,TriTrypDB,,
TcCLB.510719.170,33168716,TriTrypDB,,
TcCLB.510719.200,16091631,TriTrypDB,,
TcCLB.510719.200,16416120,TriTrypDB,,
TcCLB.510719.250,22532828,TriTrypDB,,
TcCLB.510719.74,33168716,TriTrypDB,,
TcCLB.510741.70,16164760,TriTrypDB,,
TcCLB.510743.60,20382188,TriTrypDB,,
TcCLB.510745.40,16164760,TriTrypDB,,
TcCLB.510747.10,18039372,TriTrypDB,,
TcCLB.510751.10,21743004,TriTrypDB,,
TcCLB.510755.138,18039372,TriTrypDB,,
TcCLB.510755.80,33168716,TriTrypDB,,
TcCLB.510759.40,16164760,TriTrypDB,,
TcCLB.510761.60,16164760,TriTrypDB,,
TcCLB.510773.100,24741115,TriTrypDB,,
TcCLB.510811.10,19444208,TriTrypDB,,
TcCLB.510811.20,19444208,TriTrypDB,,
TcCLB.510833.20,19336417,TriTrypDB,,
TcCLB.510841.10,21124853,TriTrypDB,,
TcCLB.510847.10,22039427,TriTrypDB,,
TcCLB.510853.40,22039427,TriTrypDB,,
TcCLB.510857.4,30415698,TriTrypDB,,
TcCLB.510861.140,16164760,TriTrypDB,,
TcCLB.510877.180,12958211,TriTrypDB,,
TcCLB.510877.180,20382188,TriTrypDB,,
TcCLB.510879.160,18039372,TriTrypDB,,
TcCLB.510879.210,18534579,TriTrypDB,,
TcCLB.510879.229,16164760,TriTrypDB,,
TcCLB.510879.40,17244817,TriTrypDB,,
TcCLB.510879.90,33168716,TriTrypDB,,
TcCLB.510959.30,19336417,TriTrypDB,,
TcCLB.510961.10,19336417,TriTrypDB,,
TcCLB.510961.30,19336417,TriTrypDB,,
TcCLB.510971.30,22039427,TriTrypDB,,
TcCLB.510971.60,16164760,TriTrypDB,,
TcCLB.510989.40,33168716,TriTrypDB,,
TcCLB.510997.10,20382188,TriTrypDB,,
TcCLB.511001.60,16164760,TriTrypDB,,
TcCLB.511041.10,33168716,TriTrypDB,,
TcCLB.511051.20,33168716,TriTrypDB,,
TcCLB.511051.30,30251664,TriTrypDB,,
TcCLB.511065.50,20382188,TriTrypDB,,
TcCLB.511067.4,20382188,TriTrypDB,,
TcCLB.511071.190,26752206,TriTrypDB,,
TcCLB.511071.190,32709751,TriTrypDB,,
TcCLB.511071.50,24828104,TriTrypDB,,
TcCLB.511127.100,24386955,TriTrypDB,,
TcCLB.511127.260,19944689,TriTrypDB,,
TcCLB.511127.320,16164760,TriTrypDB,,
TcCLB.511127.330,16164760,TriTrypDB,,
TcCLB.511127.340,18039372,TriTrypDB,,
TcCLB.511127.400,18039372,TriTrypDB,,
TcCLB.511129.40,22039427,TriTrypDB,,
TcCLB.511131.50,19429779,TriTrypDB,,
TcCLB.511135.40,33168716,TriTrypDB,,
TcCLB.511145.80,17543398,TriTrypDB,,
TcCLB.511171.90,19336417,TriTrypDB,,
TcCLB.511173.100,19336417,TriTrypDB,,
TcCLB.511173.130,22039427,TriTrypDB,,
TcCLB.511173.150,19336417,TriTrypDB,,
TcCLB.511173.180,19336417,TriTrypDB,,
TcCLB.511173.210,19336417,TriTrypDB,,
TcCLB.511173.24,19336417,TriTrypDB,,
TcCLB.511173.250,19336417,TriTrypDB,,
TcCLB.511173.270,19336417,TriTrypDB,,
TcCLB.511173.280,22039427,TriTrypDB,,
TcCLB.511173.309,19336417,TriTrypDB,,
TcCLB.511173.360,19336417,TriTrypDB,,
TcCLB.511173.370,22039427,TriTrypDB,,
TcCLB.511173.400,19336417,TriTrypDB,,
TcCLB.511173.430,19336417,TriTrypDB,,
TcCLB.511173.440,22039427,TriTrypDB,,
TcCLB.511173.460,19336417,TriTrypDB,,
TcCLB.511173.470,22039427,TriTrypDB,,
TcCLB.511173.496,19336417,TriTrypDB,,
TcCLB.511173.50,19336417,TriTrypDB,,
TcCLB.511173.64,19336417,TriTrypDB,,
TcCLB.511173.80,22039427,TriTrypDB,,
TcCLB.511175.10,19336417,TriTrypDB,,
TcCLB.511197.60,19336417,TriTrypDB,,
TcCLB.511211.60,18039372,TriTrypDB,,
TcCLB.511211.70,20979346,TriTrypDB,,
TcCLB.511213.15,19336417,TriTrypDB,,
TcCLB.511213.60,19336417,TriTrypDB,,
TcCLB.511215.119,26199333,TriTrypDB,,
TcCLB.511217.30,20382188,TriTrypDB,,
TcCLB.511217.90,33168716,TriTrypDB,,
TcCLB.511311.20,22039427,TriTrypDB,,
TcCLB.511311.30,22039427,TriTrypDB,,
TcCLB.511311.80,30956813,TriTrypDB,,
TcCLB.511347.20,19336417,TriTrypDB,,
TcCLB.511349.100,22039427,TriTrypDB,,
TcCLB.511351.30,16164760,TriTrypDB,,
TcCLB.511355.7,16753168,TriTrypDB,,
TcCLB.511393.60,16164760,TriTrypDB,,
TcCLB.511395.60,16164760,TriTrypDB,,
TcCLB.511395.90,16164760,TriTrypDB,,
TcCLB.511397.10,19336417,TriTrypDB,,
TcCLB.511399.50,19336417,TriTrypDB,,
TcCLB.511401.100,19336417,TriTrypDB,,
TcCLB.511401.120,22039427,TriTrypDB,,
TcCLB.511401.130,19336417,TriTrypDB,,
TcCLB.511401.30,22039427,TriTrypDB,,
TcCLB.511401.40,19336417,TriTrypDB,,
TcCLB.511401.90,22039427,TriTrypDB,,
TcCLB.511407.60,25862161,TriTrypDB,,
TcCLB.511409.20,33168716,TriTrypDB,,
TcCLB.511411.30,20337715,TriTrypDB,,
TcCLB.511419.50,11704279,TriTrypDB,,
TcCLB.511429.20,20614016,TriTrypDB,,
TcCLB.511445.130,33168716,TriTrypDB,,
TcCLB.511467.30,18039372,TriTrypDB,,
TcCLB.511467.50,31795916,TriTrypDB,,
TcCLB.511469.24,20653091,TriTrypDB,,
TcCLB.511469.60,20190075,TriTrypDB,,
TcCLB.511529.80,20363262,TriTrypDB,,
TcCLB.511531.59,16164760,TriTrypDB,,
TcCLB.511535.20,19240117,TriTrypDB,,
TcCLB.511537.40,18039372,TriTrypDB,,
TcCLB.511543.20,15220340,TriTrypDB,,
TcCLB.511545.190,20382188,TriTrypDB,,
TcCLB.511545.70,22396527,TriTrypDB,,
TcCLB.511545.70,33168716,TriTrypDB,,
TcCLB.511545.80,21170560,TriTrypDB,,
TcCLB.511553.10,19336417,TriTrypDB,,
TcCLB.511553.100,19336417,TriTrypDB,,
TcCLB.511553.140,19336417,TriTrypDB,,
TcCLB.511553.150,19336417,TriTrypDB,,
TcCLB.511553.200,19336417,TriTrypDB,,
TcCLB.511553.30,19336417,TriTrypDB,,
TcCLB.511555.10,19336417,TriTrypDB,,
TcCLB.511577.19,18039372,TriTrypDB,,
TcCLB.511585.170,16164760,TriTrypDB,,
TcCLB.511585.230,22039427,TriTrypDB,,
TcCLB.511587.90,22039427,TriTrypDB,,
TcCLB.511591.10,19336417,TriTrypDB,,
TcCLB.511593.30,19336417,TriTrypDB,,
TcCLB.511593.60,19336417,TriTrypDB,,
TcCLB.511593.80,19336417,TriTrypDB,,
TcCLB.511595.30,19336417,TriTrypDB,,
TcCLB.511597.40,19336417,TriTrypDB,,
TcCLB.511599.120,19336417,TriTrypDB,,
TcCLB.511599.80,22039427,TriTrypDB,,
TcCLB.511599.90,19336417,TriTrypDB,,
TcCLB.511603.100,19336417,TriTrypDB,,
TcCLB.511603.160,19336417,TriTrypDB,,
TcCLB.511603.190,19336417,TriTrypDB,,
TcCLB.511603.250,19336417,TriTrypDB,,
TcCLB.511603.30,19336417,TriTrypDB,,
TcCLB.511603.300,19336417,TriTrypDB,,
TcCLB.511603.320,19336417,TriTrypDB,,
TcCLB.511603.380,19336417,TriTrypDB,,
TcCLB.511603.450,22039427,TriTrypDB,,
TcCLB.511603.500,19336417,TriTrypDB,,
TcCLB.511603.80,19336417,TriTrypDB,,
TcCLB.511603.90,22039427,TriTrypDB,,
TcCLB.511605.20,19336417,TriTrypDB,,
TcCLB.511605.5,19336417,TriTrypDB,,
TcCLB.511605.80,19336417,TriTrypDB,,
TcCLB.511607.110,19336417,TriTrypDB,,
TcCLB.511607.40,19336417,TriTrypDB,,
TcCLB.511607.90,19336417,TriTrypDB,,
TcCLB.511609.30,19336417,TriTrypDB,,
TcCLB.511611.20,19336417,TriTrypDB,,
TcCLB.511611.50,19336417,TriTrypDB,,
TcCLB.511613.10,19336417,TriTrypDB,,
TcCLB.511613.110,19336417,TriTrypDB,,
TcCLB.511613.180,19336417,TriTrypDB,,
TcCLB.511613.40,19336417,TriTrypDB,,
TcCLB.511613.60,19336417,TriTrypDB,,
TcCLB.511613.80,19336417,TriTrypDB,,
TcCLB.511613.90,19336417,TriTrypDB,,
TcCLB.511615.10,22039427,TriTrypDB,,
TcCLB.511621.160,18039372,TriTrypDB,,
TcCLB.511621.190,18039372,TriTrypDB,,
TcCLB.511621.200,33168716,TriTrypDB,,
TcCLB.511621.40,19122194,TriTrypDB,,
TcCLB.511621.70,33168716,TriTrypDB,,
TcCLB.511625.130,22039427,TriTrypDB,,
TcCLB.511625.140,19336417,TriTrypDB,,
TcCLB.511625.90,19336417,TriTrypDB,,
TcCLB.511675.3,20957201,TriTrypDB,,
TcCLB.511685.50,33168716,TriTrypDB,,
TcCLB.511715.20,16164760,TriTrypDB,,
TcCLB.511731.30,18039372,TriTrypDB,,
TcCLB.511731.80,33168716,TriTrypDB,,
TcCLB.511733.20,33168716,TriTrypDB,,
TcCLB.511735.20,33168716,TriTrypDB,,
TcCLB.511737.10,19953351,TriTrypDB,,
TcCLB.511739.20,33168716,TriTrypDB,,
TcCLB.511751.170,16164760,TriTrypDB,,
TcCLB.511751.50,16164760,TriTrypDB,,
TcCLB.511753.70,16164760,TriTrypDB,,
TcCLB.511785.10,19336417,TriTrypDB,,
TcCLB.511787.10,19336417,TriTrypDB,,
TcCLB.511791.10,19336417,TriTrypDB,,
TcCLB.511793.30,19336417,TriTrypDB,,
TcCLB.511797.110,22039427,TriTrypDB,,
TcCLB.511797.120,19336417,TriTrypDB,,
TcCLB.511797.167,19336417,TriTrypDB,,
TcCLB.511797.200,19336417,TriTrypDB,,
TcCLB.511797.260,19336417,TriTrypDB,,
TcCLB.511801.34,18534909,TriTrypDB,,
TcCLB.511803.50,33168716,TriTrypDB,,
TcCLB.511867.100,33168716,TriTrypDB,,
TcCLB.511867.40,33168716,TriTrypDB,,
TcCLB.511871.120,19336417,TriTrypDB,,
TcCLB.511873.10,22039427,TriTrypDB,,
TcCLB.511875.20,22039427,TriTrypDB,,
TcCLB.511875.80,19336417,TriTrypDB,,
TcCLB.511875.9,19336417,TriTrypDB,,
TcCLB.511877.10,20957201,TriTrypDB,,
TcCLB.511877.20,19336417,TriTrypDB,,
TcCLB.511911.10,22039427,TriTrypDB,,
TcCLB.511911.130,16037487,TriTrypDB,,
TcCLB.511911.60,22039427,TriTrypDB,,
TcCLB.397923.10,19336417,TriTrypDB,,
TcCLB.410275.9,19336417,TriTrypDB,,
TcCLB.412419.10,19336417,TriTrypDB,,
TcCLB.416605.10,19336417,TriTrypDB,,
TcCLB.416605.30,19336417,TriTrypDB,,
TcCLB.416809.10,19841080,TriTrypDB,,
TcCLB.418185.70,22039427,TriTrypDB,,
TcCLB.421555.9,19336417,TriTrypDB,,
TcCLB.421621.50,19336417,TriTrypDB,,
TcCLB.422867.10,22039427,TriTrypDB,,
TcCLB.424499.10,19336417,TriTrypDB,,
TcCLB.429251.10,19336417,TriTrypDB,,
TcCLB.432443.10,19336417,TriTrypDB,,
TcCLB.448661.10,19336417,TriTrypDB,,
TcCLB.452475.10,22039427,TriTrypDB,,
TcCLB.453767.50,19336417,TriTrypDB,,
TcCLB.463279.20,22039427,TriTrypDB,,
TcCLB.463323.10,22039427,TriTrypDB,,
TcCLB.472357.10,22039427,TriTrypDB,,
TcCLB.473313.10,19336417,TriTrypDB,,
TcCLB.479481.10,19336417,TriTrypDB,,
TcCLB.503403.20,22039427,TriTrypDB,,
TcCLB.503427.19,19336417,TriTrypDB,,
TcCLB.503429.30,19336417,TriTrypDB,,
TcCLB.503507.35,19336417,TriTrypDB,,
TcCLB.503533.30,22039427,TriTrypDB,,
TcCLB.503533.40,19336417,TriTrypDB,,
