pmid,gene_ID,host_db
27387533,PY17X_0518000,PlasmoDB
27427910,PCHAS_0306100,PlasmoDB
27427910,PBANKA_0303900,PlasmoDB
27484902,PCHAS_1027400,PlasmoDB
27484902,PF3D7_1416100,PlasmoDB
27484902,PBANKA_1026600,PlasmoDB
27484902,PKNH_1342000,PlasmoDB
27484902,PocGH01_13043700,PlasmoDB
27484902,PRCDC_1415400,PlasmoDB
27484902,PmUG01_13042300,PlasmoDB
27484902,PRELSG_1335000,PlasmoDB
27484902,PVP01_1332800,PlasmoDB
27484902,PY17X_1029000,PlasmoDB
27486190,TGME49_203290,ToxoDB
27486190,TGME49_212300,ToxoDB
27486190,TGME49_213067,ToxoDB
27486190,TGME49_219810,ToxoDB
27486190,TGME49_220240,ToxoDB
27486190,TGME49_226380,ToxoDB
27486190,TGME49_232000,ToxoDB
27486190,TGME49_236890,ToxoDB
27486190,TGME49_237880,ToxoDB
27486190,TGME49_247440,ToxoDB
27486190,TGME49_269690,ToxoDB
27486190,TGME49_289380,ToxoDB
27486190,TGME49_290700,ToxoDB
27486190,TGME49_312420,ToxoDB
27490259,TGME49_270910,ToxoDB
27492357,PCHAS_1224900,PlasmoDB
27492357,PF3D7_0311600,PlasmoDB
27492357,PF3D7_0806400,PlasmoDB
27492357,PF3D7_0919600,PlasmoDB
27492357,PBANKA_1224300,PlasmoDB
27492357,PKNH_0112500,PlasmoDB
27492357,PGAL8A_00108900,PlasmoDB
27492357,PocGH01_01021800,PlasmoDB
27492357,PRCDC_0806000,PlasmoDB
27492357,PmUG01_01025600,PlasmoDB
27492357,PRELSG_0111700,PlasmoDB
27492357,PVP01_0114100,PlasmoDB
27492357,PY17X_1227500,PlasmoDB
27516964,PCHAS_0605000,PlasmoDB
27516964,PBANKA_0603200,PlasmoDB
27516964,PBANKA_1030000,PlasmoDB
27516964,PY17X_0605700,PlasmoDB
27551151,PBANKA_1326400,PlasmoDB
27555062,PCHAS_1116600,PlasmoDB
27555062,PF3D7_0617900,PlasmoDB
27555062,PKNH_1132500,PlasmoDB
27555062,PGAL8A_00146300,PlasmoDB
27555062,PRCDC_0616300,PlasmoDB
27555062,PmUG01_11045700,PlasmoDB
27555062,PRELSG_1130500,PlasmoDB
27555062,PVP01_1131600,PlasmoDB
27555062,PY17X_1118200,PlasmoDB
27555313,PVP01_0102300,PlasmoDB
27577684,CNC02960,FungiDB
27577684,CNF01510,FungiDB
27577684,CNG03015,FungiDB
27577684,CNAG_03276,FungiDB
27577684,CNAG_05829,FungiDB
27594426,PCHAS_0514300,PlasmoDB
27594426,PF3D7_1030200,PlasmoDB
27594426,PKNH_0614900,PlasmoDB
27594426,PGAL8A_00489500,PlasmoDB
27594426,PocGH01_06023200,PlasmoDB
27594426,PRCDC_1029500,PlasmoDB
27594426,PmUG01_10041400,PlasmoDB
27594426,PRELSG_0613900,PlasmoDB
27594426,PVP01_0615300,PlasmoDB
27594426,PY17X_0515300,PlasmoDB
27594426,TGME49_265790,ToxoDB
27604988,PCHAS_0524000,PlasmoDB
27604988,PBANKA_0523800,PlasmoDB
27604988,PGAL8A_00193600,PlasmoDB
27604988,PocGH01_05033700,PlasmoDB
27604988,PmUG01_05040000,PlasmoDB
27604988,PRELSG_0517900,PlasmoDB
27604988,PY17X_0525200,PlasmoDB
27644319,PCHAS_0613100,PlasmoDB
27644319,PCHAS_1023400,PlasmoDB
27644319,PBANKA_0611400,PlasmoDB
27644319,PBANKA_1022600,PlasmoDB
27644319,PKNH_0424100,PlasmoDB
27644319,PGAL8A_00309000,PlasmoDB
27644319,PocGH01_13022900,PlasmoDB
27644319,PRCDC_1436700,PlasmoDB
27644319,PmUG01_13022900,PlasmoDB
27644319,PRELSG_1313600,PlasmoDB
27644319,PVP01_1312100,PlasmoDB
27644319,PY17X_0613900,PlasmoDB
27644319,PY17X_1024500,PlasmoDB
27649508,Afu1g04950,FungiDB
27649508,Afu1g12960,FungiDB
27649508,Afu2g06140,FungiDB
27649508,Afu3g09670,FungiDB
27649508,Afu3g14150,FungiDB
27649508,Afu4g04720,FungiDB
27649508,Afu4g06530,FungiDB
27649508,Afu6g05150,FungiDB
27649508,Afu6g07980,FungiDB
27653778,PF3D7_0113900,PlasmoDB
27653778,PF3D7_1301700,PlasmoDB
27653778,PRCDC_0112100,PlasmoDB
27653778,PRCDC_1300600,PlasmoDB
27658588,PVP01_1107900,PlasmoDB
27677328,CNAG_02511,FungiDB
27678060,TGME49_297970,ToxoDB
27696623,PF3D7_0510300,PlasmoDB
27696623,TGME49_202930,ToxoDB
27696623,TGME49_229640,ToxoDB
27696623,TGME49_230850,ToxoDB
27696623,TGME49_239400,ToxoDB
27696623,TGME49_239800,ToxoDB
27696623,TGME49_243200,ToxoDB
27696623,TGME49_259630,ToxoDB
27696623,TGME49_267620,ToxoDB
27696623,TGME49_272520,ToxoDB
27696623,TGME49_294340,ToxoDB
27696623,TGME49_315750,ToxoDB
27725738,PVP01_1229700,PlasmoDB
27732628,PKNH_0623600,PlasmoDB
27732628,PKNH_1032400,PlasmoDB
27732628,PVP01_1033600,PlasmoDB
27759017,TGME49_270330,ToxoDB
27759110,PVP01_0505600,PlasmoDB
27759110,PKNH_1322900,PlasmoDB
27777305,PRCDC_1146600,PlasmoDB
27777305,PF3D7_1148700,PlasmoDB
27783209,CNAG_06447,FungiDB
27809775,PCHAS_1034900,PlasmoDB
27809775,PF3D7_1408400,PlasmoDB
27809775,PBANKA_1034100,PlasmoDB
27809775,PKNH_1350000,PlasmoDB
27809775,PGAL8A_00279900,PlasmoDB
27809775,PocGH01_13051500,PlasmoDB
27809775,PRCDC_1407700,PlasmoDB
27809775,PmUG01_13050100,PlasmoDB
27809775,PRELSG_1342800,PlasmoDB
27809775,PVP01_1340600,PlasmoDB
27809775,PY17X_1036500,PlasmoDB
27832590,PBANKA_0512800,PlasmoDB
27841851,Afu3g09690,FungiDB
27888074,PCHAS_0212900,PlasmoDB
27888074,PCHAS_1204900,PlasmoDB
27888074,PF3D7_0730400,PlasmoDB
27888074,PF3D7_1006000,PlasmoDB
27888074,PBANKA_0214500,PlasmoDB
27888074,PBANKA_1204200,PlasmoDB
27888074,PKNH_0215300,PlasmoDB
27888074,PKNH_0804800,PlasmoDB
27888074,PGAL8A_00094500,PlasmoDB
27888074,PGAL8A_00382200,PlasmoDB
27888074,PocGH01_02023300,PlasmoDB
27888074,PocGH01_08013900,PlasmoDB
27888074,PRCDC_0727200,PlasmoDB
27888074,PRCDC_1005400,PlasmoDB
27888074,PmUG01_02025000,PlasmoDB
27888074,PmUG01_08021800,PlasmoDB
27888074,PRELSG_0218800,PlasmoDB
27888074,PRELSG_0803800,PlasmoDB
27888074,PVP01_0216100,PlasmoDB
27888074,PVP01_0805700,PlasmoDB
27888074,PY17X_0215900,PlasmoDB
27888074,PY17X_1207400,PlasmoDB
27888074,TGME49_293470,ToxoDB
27932494,TGME49_256030,ToxoDB
27966671,TGME49_230140,ToxoDB
27982038,PCHAS_0703800,PlasmoDB
27982038,PCHAS_1306600,PlasmoDB
27982038,PF3D7_1146600,PlasmoDB
27982038,PF3D7_1439500,PlasmoDB
27982038,PBANKA_0902500,PlasmoDB
27982038,PBANKA_1303400,PlasmoDB
27982038,PKNH_0944400,PlasmoDB
27982038,PKNH_1242800,PlasmoDB
27982038,PGAL8A_00198700,PlasmoDB
27982038,PGAL8A_00374000,PlasmoDB
27982038,PocGH01_09052600,PlasmoDB
27982038,PocGH01_12075300,PlasmoDB
27982038,PRCDC_1144900,PlasmoDB
27982038,PRCDC_1438800,PlasmoDB
27982038,PmUG01_09055500,PlasmoDB
27982038,PmUG01_12077500,PlasmoDB
27982038,PRELSG_0943900,PlasmoDB
27982038,PRELSG_1241500,PlasmoDB
27982038,PVP01_0947200,PlasmoDB
27982038,PVP01_1267500,PlasmoDB
27982038,PY17X_0903900,PlasmoDB
27982038,PY17X_1307200,PlasmoDB
28049516,PKNH_1030500,PlasmoDB
28057055,PCHAS_1118700,PlasmoDB
28057055,PF3D7_0620000,PlasmoDB
28057055,PBANKA_1119200,PlasmoDB
28057055,PKNH_1130300,PlasmoDB
28057055,PKNH_1130900,PlasmoDB
28057055,PGAL8A_00148400,PlasmoDB
28057055,PocGH01_11037300,PlasmoDB
28057055,PRCDC_0618400,PlasmoDB
28057055,PmUG01_11043600,PlasmoDB
28057055,PRELSG_1128400,PlasmoDB
28057055,PVP01_1129500,PlasmoDB
28057055,PY17X_1120300,PlasmoDB
28061020,CNAG_06465,FungiDB
28067322,PCHAS_0712200,PlasmoDB
28067322,PF3D7_1137800,PlasmoDB
28067322,PBANKA_0910900,PlasmoDB
28067322,PKNH_0936000,PlasmoDB
28067322,PGAL8A_00365500,PlasmoDB
28067322,PocGH01_09044300,PlasmoDB
28067322,PRCDC_1136200,PlasmoDB
28067322,PmUG01_09047200,PlasmoDB
28067322,PRELSG_0935500,PlasmoDB
28067322,PVP01_0938800,PlasmoDB
28067322,PY17X_0912300,PlasmoDB
28081440,PCHAS_1002700,PlasmoDB
28081440,PCHAS_1016300,PlasmoDB
28081440,PCHAS_1121300,PlasmoDB
28081440,PCHAS_1232200,PlasmoDB
28081440,PCHAS_1368300,PlasmoDB
28081440,PF3D7_0404100,PlasmoDB
28081440,PF3D7_0516800,PlasmoDB
28081440,PF3D7_1350900,PlasmoDB
28081440,PF3D7_1429200,PlasmoDB
28081440,PBANKA_1001800,PlasmoDB
28081440,PBANKA_1015500,PlasmoDB
28081440,PBANKA_1121800,PlasmoDB
28081440,PBANKA_1231600,PlasmoDB
28081440,PBANKA_1363700,PlasmoDB
28081440,PKNH_0302100,PlasmoDB
28081440,PKNH_1016500,PlasmoDB
28081440,PKNH_1234300,PlasmoDB
28081440,PKNH_1329500,PlasmoDB
28081440,PKNH_1469600,PlasmoDB
28081440,PGAL8A_00038300,PlasmoDB
28081440,PGAL8A_00054700,PlasmoDB
28081440,PGAL8A_00262000,PlasmoDB
28081440,PGAL8A_00300800,PlasmoDB
28081440,PocGH01_03011500,PlasmoDB
28081440,PocGH01_10024800,PlasmoDB
28081440,PocGH01_12012300,PlasmoDB
28081440,PocGH01_13031000,PlasmoDB
28081440,PRCDC_0401700,PlasmoDB
28081440,PRCDC_0515900,PlasmoDB
28081440,PRCDC_1349900,PlasmoDB
28081440,PRCDC_1428500,PlasmoDB
28081440,PmUG01_03014100,PlasmoDB
28081440,PmUG01_10027900,PlasmoDB
28081440,PmUG01_12014000,PlasmoDB
28081440,PmUG01_13030900,PlasmoDB
28081440,PRELSG_0301300,PlasmoDB
28081440,PRELSG_1015100,PlasmoDB
28081440,PRELSG_1246900,PlasmoDB
28081440,PRELSG_1321900,PlasmoDB
28081440,PVP01_0303400,PlasmoDB
28081440,PVP01_1017200,PlasmoDB
28081440,PVP01_1203900,PlasmoDB
28081440,PVP01_1320200,PlasmoDB
28107409,PCHAS_1406000,PlasmoDB
28107409,PF3D7_1305600,PlasmoDB
28107409,PBANKA_1404100,PlasmoDB
28107409,PKNH_1405800,PlasmoDB
28107409,PGAL8A_00501700,PlasmoDB
28107409,PocGH01_14013700,PlasmoDB
28107409,PRCDC_1304600,PlasmoDB
28107409,PmUG01_14022300,PlasmoDB
28107409,PRELSG_1403400,PlasmoDB
28107409,PVP01_1406500,PlasmoDB
28107409,PY17X_1405800,PlasmoDB
28115054,PCHAS_0717200,PlasmoDB
28115054,PF3D7_0822700,PlasmoDB
28115054,PBANKA_0707900,PlasmoDB
28115054,PKNH_1316700,PlasmoDB
28115054,PGAL8A_00115900,PlasmoDB
28115054,PocGH01_05018100,PlasmoDB
28115054,PRCDC_0822000,PlasmoDB
28115054,PmUG01_05023300,PlasmoDB
28115054,PRELSG_0501100,PlasmoDB
28115054,PVP01_0511600,PlasmoDB
28115054,PY17X_0708200,PlasmoDB
28115989,NCU04866,FungiDB
28118506,PCHAS_1451600,PlasmoDB
28118506,PF3D7_1234700,PlasmoDB
28118506,PBANKA_1449300,PlasmoDB
28118506,PKNH_1454100,PlasmoDB
28118506,PRCDC_1233900,PlasmoDB
28118506,PVP01_1452800,PlasmoDB
28118506,PY17X_1451800,PlasmoDB
28148555,TGME49_285200,ToxoDB
28168222,PCHAS_1344200,PlasmoDB
28168222,PF3D7_1324400,PlasmoDB
28168222,PBANKA_1339600,PlasmoDB
28168222,PKNH_1204400,PlasmoDB
28168222,PGAL8A_00236300,PlasmoDB
28168222,PocGH01_12038200,PlasmoDB
28168222,PRCDC_1323400,PlasmoDB
28168222,PmUG01_12040300,PlasmoDB
28168222,PRELSG_1203900,PlasmoDB
28168222,PVP01_1230200,PlasmoDB
28168222,PY17X_1344300,PlasmoDB
28168222,TGME49_254250,ToxoDB
28205520,TGME49_215490,ToxoDB
28211852,PCHAS_0808300,PlasmoDB
28211852,PF3D7_0317200,PlasmoDB
28211852,PBANKA_0808000,PlasmoDB
28211852,PKNH_0824600,PlasmoDB
28211852,PGAL8A_00399100,PlasmoDB
28211852,PocGH01_08031300,PlasmoDB
28211852,PRCDC_0316500,PlasmoDB
28211852,PmUG01_08038900,PlasmoDB
28211852,PRELSG_0411600,PlasmoDB
28211852,PVP01_0822900,PlasmoDB
28211852,PY17X_0811200,PlasmoDB
28232818,PCHAS_0208800,PlasmoDB
28232818,PCHAS_0804600,PlasmoDB
28232818,PCHAS_1017900,PlasmoDB
28232818,PCHAS_1104800,PlasmoDB
28232818,PF3D7_0505500,PlasmoDB
28232818,PF3D7_0706700,PlasmoDB
28232818,PF3D7_0726300,PlasmoDB
28232818,PF3D7_1427500,PlasmoDB
28232818,PBANKA_0210400,PlasmoDB
28232818,PBANKA_1017100,PlasmoDB
28232818,PBANKA_1105100,PlasmoDB
28232818,PKNH_0105200,PlasmoDB
28232818,PKNH_0210900,PlasmoDB
28232818,PKNH_1028100,PlasmoDB
28232818,PKNH_1331200,PlasmoDB
28232818,PGAL8A_00026700,PlasmoDB
28232818,PGAL8A_00046800,PlasmoDB
28232818,PGAL8A_00098600,PlasmoDB
28232818,PGAL8A_00299000,PlasmoDB
28232818,PocGH01_01014500,PlasmoDB
28232818,PocGH01_10036000,PlasmoDB
28232818,PocGH01_13032600,PlasmoDB
28232818,PRCDC_0504700,PlasmoDB
28232818,PRCDC_0704900,PlasmoDB
28232818,PRCDC_0723100,PlasmoDB
28232818,PRCDC_1426800,PlasmoDB
28232818,PmUG01_01018200,PlasmoDB
28232818,PmUG01_02020900,PlasmoDB
28232818,PmUG01_06019400,PlasmoDB
28232818,PmUG01_13032600,PlasmoDB
28232818,PRELSG_0104600,PlasmoDB
28232818,PRELSG_0214600,PlasmoDB
28232818,PRELSG_1027000,PlasmoDB
28232818,PRELSG_1323600,PlasmoDB
28232818,PVP01_0106900,PlasmoDB
28232818,PVP01_0212000,PlasmoDB
28232818,PVP01_1028500,PlasmoDB
28232818,PVP01_1321800,PlasmoDB
28232818,PY17X_0807000,PlasmoDB
28232818,PY17X_1018600,PlasmoDB
28232818,PY17X_1106200,PlasmoDB
28252383,PBANKA_0830200,PlasmoDB
28252384,PCHAS_0416900,PlasmoDB
28252384,PF3D7_0905400,PlasmoDB
28252384,PBANKA_0416000,PlasmoDB
28252384,PKNH_0703100,PlasmoDB
28252384,PRCDC_0903500,PlasmoDB
28252384,PmUG01_07016900,PlasmoDB
28252384,PRELSG_0702600,PlasmoDB
28252384,PVP01_0703800,PlasmoDB
28252384,PY17X_0418800,PlasmoDB
28252384,PocGH01_07012800,PlasmoDB
28256794,PKNH_1015400,PlasmoDB
28256794,PGAL8A_00039400,PlasmoDB
28256794,PmUG01_10026800,PlasmoDB
28256794,PRELSG_1014000,PlasmoDB
28256794,PVP01_1016100,PlasmoDB
28285007,NCU07253,FungiDB
28285440,PF3D7_1431800,PlasmoDB
28331073,TGME49_315510,ToxoDB
28351409,PCHAS_1213200,PlasmoDB
28351409,PBANKA_1212500,PlasmoDB
28351409,PKNH_0814000,PlasmoDB
28351409,PGAL8A_00390300,PlasmoDB
28351409,PocGH01_08022500,PlasmoDB
28351409,PRCDC_1013500,PlasmoDB
28351409,PmUG01_08030100,PlasmoDB
28351409,PRELSG_0812000,PlasmoDB
28351409,PVP01_0814200,PlasmoDB
28351409,PY17X_1215700,PlasmoDB
28351924,PCHAS_0727600,PlasmoDB
28351924,PF3D7_0416500,PlasmoDB
28351924,PBANKA_0718500,PlasmoDB
28351924,PKNH_0508900,PlasmoDB
28351924,PGAL8A_00090000,PlasmoDB
28351924,PRCDC_0414000,PlasmoDB
28351924,PmUG01_05034000,PlasmoDB
28351924,PRELSG_0511800,PlasmoDB
28351924,PVP01_0525900,PlasmoDB
28351924,PY17X_0718700,PlasmoDB
28403234,NCU01362,FungiDB
28420736,NCU00568,FungiDB
28420736,NCU01871,FungiDB
28420736,NCU01928,FungiDB
28420736,NCU02624,FungiDB
28420736,NCU02676,FungiDB
28420736,NCU03459,FungiDB
28420736,NCU03675,FungiDB
28420736,NCU03740,FungiDB
28420736,NCU04731,FungiDB
28420736,NCU05278,FungiDB
28420736,NCU06207,FungiDB
28420736,NCU06402,FungiDB
28420736,NCU08280,FungiDB
28420736,NCU08762,FungiDB
28420736,NCU11245,FungiDB
28423062,Afu2g11780,FungiDB
28430827,PCHAS_1461200,PlasmoDB
28430827,PF3D7_1245800,PlasmoDB
28430827,PBANKA_1458900,PlasmoDB
28430827,PKNH_1465400,PlasmoDB
28430827,PGAL8A_00466400,PlasmoDB
28430827,PocGH01_14070300,PlasmoDB
28430827,PRCDC_1245200,PlasmoDB
28430827,PmUG01_14078900,PlasmoDB
28430827,PRELSG_1460800,PlasmoDB
28430827,PVP01_1462800,PlasmoDB
28430827,PY17X_1461500,PlasmoDB
28430827,TGME49_214180,ToxoDB
28436089,TGME49_500312,ToxoDB
28454557,PCHAS_0506900,PlasmoDB
28454557,PF3D7_1022600,PlasmoDB
28454557,PBANKA_0506800,PlasmoDB
28454557,PKNH_0606900,PlasmoDB
28454557,PGAL8A_00481900,PlasmoDB
28454557,PocGH01_06015700,PlasmoDB
28454557,PRCDC_1022000,PlasmoDB
28454557,PmUG01_10033800,PlasmoDB
28454557,PRELSG_0606300,PlasmoDB
28454557,PVP01_0607800,PlasmoDB
28454557,PY17X_0507900,PlasmoDB
28467421,NCU07788,FungiDB
28472331,PCHAS_0406700,PlasmoDB
28472331,PF3D7_0307500,PlasmoDB
28472331,PBANKA_0405800,PlasmoDB
28472331,PKNH_0835200,PlasmoDB
28472331,PGAL8A_00006900,PlasmoDB
28472331,PocGH01_08040800,PlasmoDB
28472331,PRCDC_0306800,PlasmoDB
28472331,PmUG01_08048700,PlasmoDB
28472331,PRELSG_0828100,PlasmoDB
28472331,PVP01_0832700,PlasmoDB
28472331,PY17X_0408100,PlasmoDB
28475612,TGME49_226040,ToxoDB
28481199,PCHAS_0729200,PlasmoDB
28481199,PCHAS_1102600,PlasmoDB
28481199,PCHAS_1307700,PlasmoDB
28481199,PCHAS_1444300,PlasmoDB
28481199,PF3D7_0418100,PlasmoDB
28481199,PF3D7_0503200,PlasmoDB
28481199,PF3D7_1227500,PlasmoDB
28481199,PF3D7_1440600,PlasmoDB
28481199,PBANKA_0720200,PlasmoDB
28481199,PBANKA_1102900,PlasmoDB
28481199,PBANKA_1304500,PlasmoDB
28481199,PBANKA_1442200,PlasmoDB
28481199,PKNH_0510500,PlasmoDB
28481199,PKNH_1030700,PlasmoDB
28481199,PKNH_1241700,PlasmoDB
28481199,PKNH_1446900,PlasmoDB
28481199,PGAL8A_00024400,PlasmoDB
28481199,PGAL8A_00091600,PlasmoDB
28481199,PGAL8A_00128600,PlasmoDB
28481199,PGAL8A_00199800,PlasmoDB
28481199,PocGH01_05029300,PlasmoDB
28481199,PocGH01_10039300,PlasmoDB
28481199,PocGH01_12074200,PlasmoDB
28481199,PocGH01_14053200,PlasmoDB
28481199,PRCDC_0415600,PlasmoDB
28481199,PRCDC_0502500,PlasmoDB
28481199,PRCDC_1226800,PlasmoDB
28481199,PRCDC_1439900,PlasmoDB
28481199,PmUG01_05035600,PlasmoDB
28481199,PmUG01_06023100,PlasmoDB
28481199,PmUG01_12076400,PlasmoDB
28481199,PmUG01_14061800,PlasmoDB
28481199,PRELSG_0513400,PlasmoDB
28481199,PRELSG_1029300,PlasmoDB
28481199,PRELSG_1240400,PlasmoDB
28481199,PRELSG_1443100,PlasmoDB
28481199,PVP01_0527500,PlasmoDB
28481199,PVP01_1031800,PlasmoDB
28481199,PVP01_1266400,PlasmoDB
28481199,PVP01_1445700,PlasmoDB
28481199,PY17X_0720200,PlasmoDB
28481199,PY17X_1104000,PlasmoDB
28481199,PY17X_1308300,PlasmoDB
28481199,PY17X_1444700,PlasmoDB
28525314,PCHAS_0607600,PlasmoDB
28525314,PF3D7_1207300,PlasmoDB
28525314,PBANKA_0605800,PlasmoDB
28525314,PKNH_1307200,PlasmoDB
28525314,PGAL8A_00314700,PlasmoDB
28525314,PocGH01_13017200,PlasmoDB
28525314,PRCDC_1206600,PlasmoDB
28525314,PmUG01_13017200,PlasmoDB
28525314,PRELSG_0020600,PlasmoDB
28525314,PVP01_1306400,PlasmoDB
28525314,PY17X_0608300,PlasmoDB
28529974,TGME49_297070,ToxoDB
28552953,PCHAS_0833300,PlasmoDB
28552953,PBANKA_0833000,PlasmoDB
28552953,PY17X_0836400,PlasmoDB
28559405,PCHAS_1106600,PlasmoDB
28559405,PF3D7_0507300,PlasmoDB
28559405,PBANKA_1106900,PlasmoDB
28559405,PKNH_1026300,PlasmoDB
28559405,PGAL8A_00028400,PlasmoDB
28559405,PocGH01_10034200,PlasmoDB
28559405,PRCDC_0506500,PlasmoDB
28559405,PmUG01_06017600,PlasmoDB
28559405,PRELSG_1025200,PlasmoDB
28559405,PVP01_1026700,PlasmoDB
28559405,PY17X_1108000,PlasmoDB
28578314,PCHAS_1027800,PlasmoDB
28578314,PF3D7_1415700,PlasmoDB
28578314,PBANKA_1027000,PlasmoDB
28578314,PKNH_1342400,PlasmoDB
28578314,PGAL8A_00287300,PlasmoDB
28578314,PocGH01_13044100,PlasmoDB
28578314,PRCDC_1415000,PlasmoDB
28578314,PmUG01_13042700,PlasmoDB
28578314,PRELSG_1335400,PlasmoDB
28578314,PVP01_1333200,PlasmoDB
28578314,PY17X_1029400,PlasmoDB
28593938,PCHAS_1023800,PlasmoDB
28593938,PF3D7_1420200,PlasmoDB
28593938,PBANKA_1023000,PlasmoDB
28593938,PKNH_1337800,PlasmoDB
28593938,PGAL8A_00292000,PlasmoDB
28593938,PocGH01_13039600,PlasmoDB
28593938,PRCDC_1419500,PlasmoDB
28593938,PmUG01_13038700,PlasmoDB
28593938,PRELSG_1330800,PlasmoDB
28593938,PVP01_1328700,PlasmoDB
28593938,PY17X_1024900,PlasmoDB
28593938,TGME49_249480,ToxoDB
28604779,PCHAS_0612000,PlasmoDB
28611159,CNAG_03346,FungiDB
28616073,NCU09033,FungiDB
28618269,PCHAS_1206600,PlasmoDB
28618269,PF3D7_1007700,PlasmoDB
28618269,PBANKA_1205900,PlasmoDB
28618269,PKNH_0806500,PlasmoDB
28618269,PGAL8A_00383800,PlasmoDB
28618269,PocGH01_08015600,PlasmoDB
28618269,PRCDC_1007100,PlasmoDB
28618269,PmUG01_08023500,PlasmoDB
28618269,PRELSG_0805400,PlasmoDB
28618269,PVP01_0807400,PlasmoDB
28618269,PY17X_1209100,PlasmoDB
28655332,PBANKA_0824500,PlasmoDB
28655825,TGME49_223125,ToxoDB
28671988,TGME49_270330,ToxoDB
28671988,TGME49_256070,ToxoDB
28676844,PCHAS_0615300,PlasmoDB
28676844,PCHAS_0723800,PlasmoDB
28676844,PCHAS_0802700,PlasmoDB
28676844,PF3D7_0704700,PlasmoDB
28676844,PF3D7_0816100,PlasmoDB
28676844,PF3D7_1102400,PlasmoDB
28676844,PBANKA_0613600,PlasmoDB
28676844,PBANKA_0714700,PlasmoDB
28676844,PBANKA_0802400,PlasmoDB
28676844,PKNH_0103200,PlasmoDB
28676844,PKNH_0310500,PlasmoDB
28676844,PKNH_0504300,PlasmoDB
28676844,PGAL8A_00063000,PlasmoDB
28676844,PGAL8A_00086100,PlasmoDB
28676844,PocGH01_01012500,PlasmoDB
28676844,PocGH01_03019800,PlasmoDB
28676844,PocGH01_05024800,PlasmoDB
28676844,PRCDC_0702900,PlasmoDB
28676844,PRCDC_0815400,PlasmoDB
28676844,PRCDC_1100900,PlasmoDB
28676844,PmUG01_01016200,PlasmoDB
28676844,PmUG01_03022400,PlasmoDB
28676844,PmUG01_05031000,PlasmoDB
28676844,PRELSG_0102600,PlasmoDB
28676844,PRELSG_0309600,PlasmoDB
28676844,PRELSG_0507900,PlasmoDB
28676844,PVP01_0104900,PlasmoDB
28676844,PVP01_0311700,PlasmoDB
28676844,PVP01_0519200,PlasmoDB
28676844,PY17X_0616300,PlasmoDB
28676844,PY17X_0714900,PlasmoDB
28676844,PY17X_0805100,PlasmoDB
28676844,PY17X_1311400,PlasmoDB
28678779,PCHAS_1321300,PlasmoDB
28678779,PBANKA_1318000,PlasmoDB
28678779,PKNH_1227800,PlasmoDB
28678779,PGAL8A_00213500,PlasmoDB
28678779,PocGH01_12060600,PlasmoDB
28678779,PRCDC_1453600,PlasmoDB
28678779,PmUG01_12062700,PlasmoDB
28678779,PRELSG_1226700,PlasmoDB
28678779,PVP01_1252700,PlasmoDB
28678779,PY17X_1321800,PlasmoDB
28691708,PCHAS_0509100,PlasmoDB
28691708,PCHAS_1443700,PlasmoDB
28691708,PF3D7_1024800,PlasmoDB
28691708,PF3D7_1226900,PlasmoDB
28691708,PBANKA_0509000,PlasmoDB
28691708,PBANKA_0919100,PlasmoDB
28691708,PKNH_0609300,PlasmoDB
28691708,PKNH_1446300,PlasmoDB
28691708,PGAL8A_00128000,PlasmoDB
28691708,PGAL8A_00484100,PlasmoDB
28691708,PocGH01_06017900,PlasmoDB
28691708,PocGH01_14052600,PlasmoDB
28691708,PRCDC_1024200,PlasmoDB
28691708,PRCDC_1226200,PlasmoDB
28691708,PmUG01_10036100,PlasmoDB
28691708,PmUG01_14061200,PlasmoDB
28691708,PRELSG_0608500,PlasmoDB
28691708,PRELSG_1442500,PlasmoDB
28691708,PVP01_0610000,PlasmoDB
28691708,PVP01_1445100,PlasmoDB
28691708,PY17X_0510100,PlasmoDB
28691708,PY17X_1444200,PlasmoDB
28701714,PCHAS_0415000,PlasmoDB
28701714,PF3D7_0316300,PlasmoDB
28701714,PBANKA_0414100,PlasmoDB
28701714,PKNH_0825800,PlasmoDB
28701714,PGAL8A_00400000,PlasmoDB
28701714,PocGH01_08032200,PlasmoDB
28701714,PRCDC_0315600,PlasmoDB
28701714,PmUG01_08039800,PlasmoDB
28701714,PRELSG_0410700,PlasmoDB
28701714,PVP01_0823800,PlasmoDB
28701714,PY17X_0416900,PlasmoDB
28729672,PCHAS_1364300,PlasmoDB
28729672,PBANKA_1359700,PlasmoDB
28729672,PY17X_1365400,PlasmoDB
28747316,AN5485,FungiDB
28787542,PY17X_1366000,PlasmoDB
28790316,PCHAS_0933500,PlasmoDB
28790316,PF3D7_0826100,PlasmoDB
28790316,PBANKA_0704500,PlasmoDB
28790316,PKNH_1320300,PlasmoDB
28790316,PGAL8A_00119300,PlasmoDB
28790316,PocGH01_05014800,PlasmoDB
28790316,PRCDC_0825400,PlasmoDB
28790316,PmUG01_05019900,PlasmoDB
28790316,PRELSG_1308400,PlasmoDB
28790316,PVP01_0508200,PlasmoDB
28790316,PY17X_0704800,PlasmoDB
28830940,TGME49_214970,ToxoDB
28830940,TGME49_219860,ToxoDB
28830940,TGME49_258790,ToxoDB
28842684,PCHAS_1421800,PlasmoDB
28842684,PF3D7_0713400,PlasmoDB
28842684,PBANKA_1420000,PlasmoDB
28842684,PKNH_1422300,PlasmoDB
