pmid,gene_ID,host_db
21453511,PKNH_1260800,PlasmoDB
21453511,PKNH_1352600,PlasmoDB
21453511,PKNH_1439600,PlasmoDB
21453511,PGAL8A_00251600,PlasmoDB
21453511,PGAL8A_00277300,PlasmoDB
21453511,PGAL8A_00334600,PlasmoDB
21453511,PocGH01_12022500,PlasmoDB
21453511,PocGH01_13054100,PlasmoDB
21453511,PRCDC_1105800,PlasmoDB
21453511,PRCDC_1339600,PlasmoDB
21453511,PRCDC_1404800,PlasmoDB
21453511,PmUG01_12024300,PlasmoDB
21453511,PmUG01_13052800,PlasmoDB
21453511,PRELSG_0904500,PlasmoDB
21453511,PRELSG_1257300,PlasmoDB
21453511,PVP01_0908100,PlasmoDB
21453511,PVP01_1214200,PlasmoDB
21453511,PVP01_1343300,PlasmoDB
21453511,PY17X_0942100,PlasmoDB
21453511,PY17X_1039100,PlasmoDB
21453511,PY17X_1359400,PlasmoDB
21483790,PCHAS_0927000,PlasmoDB
21483790,PF3D7_1129100,PlasmoDB
21483790,PKNH_0927100,PlasmoDB
21483790,PocGH01_09035400,PlasmoDB
21483790,PRCDC_1127500,PlasmoDB
21483790,PmUG01_09038300,PlasmoDB
21483790,PRELSG_0926200,PlasmoDB
21483790,PVP01_0929800,PlasmoDB
21483790,PY17X_0920800,PlasmoDB
21569184,PF3D7_1036400,PlasmoDB
21625527,PCHAS_0728200,PlasmoDB
21625527,PCHAS_1234100,PlasmoDB
21625527,PBANKA_0719200,PlasmoDB
21625527,PBANKA_1233500,PlasmoDB
21625527,PKNH_0509500,PlasmoDB
21652778,CNI03590,FungiDB
21652778,CNAG_04217,FungiDB
21669237,TGME49_251410,ToxoDB
21695207,PCHAS_0101900,PlasmoDB
21695207,PCHAS_1450000,PlasmoDB
21695207,PF3D7_0602400,PlasmoDB
21695207,PF3D7_1233000,PlasmoDB
21695207,PBANKA_0101200,PlasmoDB
21695207,PBANKA_1447700,PlasmoDB
21695207,PKNH_1148300,PlasmoDB
21695207,PKNH_1452500,PlasmoDB
21700207,PCHAS_1450800,PlasmoDB
21700207,PF3D7_0801700,PlasmoDB
21700207,PF3D7_1233900,PlasmoDB
21700207,PBANKA_1448500,PlasmoDB
21700207,PKNH_1453300,PlasmoDB
21819456,CNF00210,FungiDB
21819456,CNK02120,FungiDB
21819456,CNAG_01872,FungiDB
21848587,PCHAS_0101800,PlasmoDB
21848587,PF3D7_0602300,PlasmoDB
21848587,PBANKA_0101100,PlasmoDB
21848587,PKNH_1148400,PlasmoDB
21848587,PGAL8A_00130800,PlasmoDB
21848587,PocGH01_11054300,PlasmoDB
21848587,PRCDC_0600900,PlasmoDB
21848587,PmUG01_11060500,PlasmoDB
21848587,PRELSG_1146000,PlasmoDB
21848587,PVP01_1146600,PlasmoDB
21848587,PY17X_0102700,PlasmoDB
21899698,PCHAS_1232800,PlasmoDB
21899698,PCHAS_1308500,PlasmoDB
21899698,PF3D7_0517400,PlasmoDB
21899698,PF3D7_1441400,PlasmoDB
21899698,PBANKA_1232200,PlasmoDB
21899698,PBANKA_1305300,PlasmoDB
21899698,PKNH_1015900,PlasmoDB
21899698,PKNH_1240900,PlasmoDB
21899698,PocGH01_10024200,PlasmoDB
21899698,PRCDC_0516500,PlasmoDB
21899698,PRCDC_1440700,PlasmoDB
21899698,PRELSG_1014500,PlasmoDB
21899698,PRELSG_1239600,PlasmoDB
21899698,PVP01_1016600,PlasmoDB
21899698,PVP01_1265600,PlasmoDB
21899698,PY17X_1235600,PlasmoDB
21899698,PY17X_1309100,PlasmoDB
21909261,PF3D7_0323400,PlasmoDB
21909263,PF3D7_1115200,PlasmoDB
21943402,PCHAS_1122900,PlasmoDB
21943402,PCHAS_1435200,PlasmoDB
21943402,PF3D7_0624500,PlasmoDB
21943402,PF3D7_1217600,PlasmoDB
21943402,PBANKA_1123400,PlasmoDB
21943402,PBANKA_1433200,PlasmoDB
21943402,PKNH_1125700,PlasmoDB
21943402,PKNH_1437200,PlasmoDB
21943402,PGAL8A_00153000,PlasmoDB
21943402,PGAL8A_00532200,PlasmoDB
21943402,PocGH01_14043700,PlasmoDB
21943402,PRCDC_0622900,PlasmoDB
21943402,PRCDC_1216900,PlasmoDB
21943402,PmUG01_14052400,PlasmoDB
21943402,PRELSG_1123800,PlasmoDB
21943402,PRELSG_1433700,PlasmoDB
21943402,PVP01_1125000,PlasmoDB
21943402,PVP01_1436400,PlasmoDB
21943402,PY17X_1124800,PlasmoDB
21943402,PY17X_1435600,PlasmoDB
21998306,PCHAS_0935900,PlasmoDB
21998306,PF3D7_0828600,PlasmoDB
21998306,PF3D7_1116500,PlasmoDB
21998306,PBANKA_0702100,PlasmoDB
21998306,PKNH_1322700,PlasmoDB
21998306,PRCDC_0827900,PlasmoDB
21998306,PVP01_0505800,PlasmoDB
21998306,PY17X_0702400,PlasmoDB
22005844,PCHAS_1011400,PlasmoDB
22005844,PF3D7_1434300,PlasmoDB
22005844,PBANKA_1010500,PlasmoDB
22005844,PKNH_0420900,PlasmoDB
22005844,PGAL8A_00305800,PlasmoDB
22005844,PocGH01_13026000,PlasmoDB
22005844,PRCDC_1433600,PlasmoDB
22005844,PmUG01_13026000,PlasmoDB
22005844,PRELSG_1316800,PlasmoDB
22005844,PVP01_1315200,PlasmoDB
22005844,PY17X_1012100,PlasmoDB
22024312,PKNH_0304000,PlasmoDB
22024312,PVP01_0305300,PlasmoDB
22046314,Afu2g04210,FungiDB
22113196,PCHAS_0809200,PlasmoDB
22113196,PF3D7_0907400,PlasmoDB
22113196,PBANKA_0808900,PlasmoDB
22113196,PKNH_0705200,PlasmoDB
22113196,PGAL8A_00420100,PlasmoDB
22113196,PocGH01_07014900,PlasmoDB
22113196,PmUG01_07019000,PlasmoDB
22113196,PRELSG_0704800,PlasmoDB
22113196,PVP01_0705900,PlasmoDB
22144892,PCHAS_0612300,PlasmoDB
22144892,PCHAS_1244100,PlasmoDB
22144892,PF3D7_0529100,PlasmoDB
22144892,PF3D7_1212100,PlasmoDB
22144892,PBANKA_0610600,PlasmoDB
22144892,PBANKA_1243700,PlasmoDB
22144892,PKNH_1003600,PlasmoDB
22144892,PKNH_1312200,PlasmoDB
22144892,PGAL8A_00076400,PlasmoDB
22144892,PocGH01_10012500,PlasmoDB
22144892,PRCDC_0528200,PlasmoDB
22144892,PRCDC_1211400,PlasmoDB
22144892,PmUG01_10015400,PlasmoDB
22144892,PRELSG_1002700,PlasmoDB
22144892,PVP01_1004700,PlasmoDB
22144892,PVP01_1311300,PlasmoDB
22144892,PY17X_0613100,PlasmoDB
22144892,PY17X_1247100,PlasmoDB
22144892,TGME49_287270,ToxoDB
22167473,PF3D7_0814200,PlasmoDB
22167473,PF3D7_1346300,PlasmoDB
22167473,PF3D7_1347500,PlasmoDB
22174677,CNC01390,FungiDB
22174677,CNAG_01626,FungiDB
22184632,PCHAS_0101300,PlasmoDB
22184632,PBANKA_0100600,PlasmoDB
22184632,PY17X_0102200,PlasmoDB
22246776,PCHAS_1459500,PlasmoDB
22246776,PF3D7_1243900,PlasmoDB
22246776,PBANKA_1457200,PlasmoDB
22246776,PKNH_1463200,PlasmoDB
22293287,PF3D7_1103700,PlasmoDB
22329759,AN11205,FungiDB
22329759,AN11206,FungiDB
22329759,AN11214,FungiDB
22329759,AN8379,FungiDB
22329759,AN8381,FungiDB
22329759,AN8383,FungiDB
22329759,AN8384,FungiDB
22329759,AN9246,FungiDB
22329759,AN9247,FungiDB
22329759,AN9249,FungiDB
22329759,AN9257,FungiDB
22329759,AN9259,FungiDB
22329949,PCHAS_1370100,PlasmoDB
22329949,PBANKA_1365500,PlasmoDB
22329949,PY17X_1371300,PlasmoDB
22383885,PCHAS_0510700,PlasmoDB
22383885,PF3D7_1026400,PlasmoDB
22383885,PBANKA_0510600,PlasmoDB
22383885,PKNH_0610900,PlasmoDB
22383885,PGAL8A_00485700,PlasmoDB
22383885,PRCDC_1025800,PlasmoDB
22383885,PRELSG_0610100,PlasmoDB
22383885,PVP01_0611600,PlasmoDB
22383885,PY17X_0511700,PlasmoDB
22383885,TGME49_316620,ToxoDB
22387554,TGME49_210810,ToxoDB
22412978,CNL04960,FungiDB
22412978,CNAG_04984,FungiDB
22412978,CNAG_05124,FungiDB
22412978,CNAG_05247,FungiDB
22443220,PF3D7_1138200,PlasmoDB
22628558,PCHAS_1338200,PlasmoDB
22628558,PCHAS_1358800,PlasmoDB
22628558,PF3D7_1340800,PlasmoDB
22628558,PF3D7_1470400,PlasmoDB
22628558,PBANKA_1333600,PlasmoDB
22628558,PBANKA_1354200,PlasmoDB
22628558,PKNH_1210600,PlasmoDB
22628558,PKNH_1260600,PlasmoDB
22628558,PGAL8A_00251800,PlasmoDB
22628558,PocGH01_12022300,PlasmoDB
22628558,PRCDC_1339800,PlasmoDB
22628558,PRCDC_1469600,PlasmoDB
22628558,PmUG01_12024100,PlasmoDB
22628558,PRELSG_1257100,PlasmoDB
22628558,PVP01_1214000,PlasmoDB
22670848,PCHAS_0208300,PlasmoDB
22670848,PF3D7_0103200,PlasmoDB
22670848,PBANKA_0209900,PlasmoDB
